season,week,celebrity_name,judge_score,fan_vote_mean,rank_based_rank,pct_based_rank,current_system,current_system_rank,opposing_system,opposing_system_rank
6,4,Mario,24.0,0.2858531103222917,4,1,Percent,5,Rank,4
6,5,Cristian de la Fuente,23.0,0.0997860016001456,5,6,Percent,5,Rank,5
6,5,Priscilla Presley,21.0,0.0528262598732229,8,8,Percent,8,Rank,8
6,5,Marlee Matlin,22.0,0.102149986735131,7,7,Percent,7,Rank,7
6,5,Shannon Elizabeth,23.0,0.1105506489104501,4,4,Percent,5,Rank,4
6,5,Marissa Jaret Winokur,24.0,0.099408056920444,5,5,Percent,4,Rank,5
6,5,Jason Taylor,27.0,0.1076096524929802,2,3,Percent,2,Rank,2
6,5,Kristi Yamaguchi,29.0,0.1062323481869235,2,2,Percent,1,Rank,2
6,5,Mario,27.0,0.3214370452806969,1,1,Percent,2,Rank,1
6,6,Cristian de la Fuente,27.0,0.1119358012879959,4,3,Percent,3,Rank,4
6,6,Marlee Matlin,21.0,0.0625943519790932,7,7,Percent,7,Rank,7
6,6,Shannon Elizabeth,24.0,0.1234299154872985,3,4,Percent,5,Rank,3
6,6,Marissa Jaret Winokur,26.0,0.1117603876087146,6,5,Percent,4,Rank,6
6,6,Jason Taylor,24.0,0.1172316541243184,5,6,Percent,5,Rank,5
6,6,Kristi Yamaguchi,30.0,0.1186986338353524,2,2,Percent,1,Rank,2
6,6,Mario,28.0,0.35434925567723,1,1,Percent,2,Rank,1
6,7,Cristian de la Fuente,23.0,0.1395882752844286,4,5,Percent,6,Rank,4
6,7,Shannon Elizabeth,25.5,0.0689787838658656,6,6,Percent,4,Rank,6
6,7,Marissa Jaret Winokur,26.0,0.1331816746735879,4,4,Percent,3,Rank,4
6,7,Jason Taylor,27.5,0.1377995152642079,1,2,Percent,1,Rank,1
6,7,Kristi Yamaguchi,27.0,0.1343112178716828,3,3,Percent,2,Rank,3
6,7,Mario,25.5,0.3861405330402241,2,1,Percent,4,Rank,2
6,8,Cristian de la Fuente,28.5,0.2077304356533039,1,1,Percent,1,Rank,1
6,8,Marissa Jaret Winokur,25.0,0.2151189996008059,4,4,Percent,5,Rank,4
6,8,Jason Taylor,26.0,0.2194868816330121,2,2,Percent,4,Rank,2
6,8,Kristi Yamaguchi,27.5,0.2034145328289772,3,3,Percent,2,Rank,3
6,8,Mario,26.5,0.1542491502839006,5,5,Percent,3,Rank,5
6,9,Cristian de la Fuente,28.0,0.2779685114208357,3,3,Percent,2,Rank,3
6,9,Marissa Jaret Winokur,26.0,0.1498525460018906,4,4,Percent,4,Rank,4
6,9,Jason Taylor,27.5,0.2900261805744413,2,2,Percent,3,Rank,2
6,9,Kristi Yamaguchi,28.5,0.2821527620028318,1,1,Percent,1,Rank,1
6,10,Cristian de la Fuente,26.0,0.3086953970420538,3,3,Percent,3,Rank,3
6,10,Jason Taylor,28.5,0.3474901948099869,1,2,Percent,2,Rank,1
6,10,Kristi Yamaguchi,30.0,0.3438144081479485,1,1,Percent,1,Rank,1
7,1,Ted McGinley,18.5,0.0258137858689273,12,13,Percent,8,Rank,12
7,1,Cloris Leachman,16.0,0.0770069574108857,10,11,Percent,12,Rank,10
7,1,Susan Lucci,18.5,0.0756086299509648,8,8,Percent,8,Rank,8
7,1,Cody Linley,20.5,0.0761385875983835,5,6,Percent,6,Rank,5
7,1,Misty May-Treanor,21.0,0.0729291088110913,7,7,Percent,5,Rank,7
7,1,Maurice Greene,19.5,0.0713935701086086,11,9,Percent,7,Rank,11
7,1,Warren Sapp,21.5,0.0759867638993405,4,4,Percent,3,Rank,4
7,1,Jeffrey Ross,12.0,0.0807432769678076,8,12,Percent,13,Rank,8
7,1,Toni Braxton,22.5,0.0778671101178518,2,3,Percent,2,Rank,2
7,1,Lance Bass,21.5,0.0749573724856453,5,5,Percent,3,Rank,5
7,1,Kim Kardashian,18.5,0.1283113854851809,3,1,Percent,8,Rank,3
7,1,Rocco DiSpirito,17.5,0.0722209598638327,13,10,Percent,11,Rank,13
7,1,Brooke Burke,24.5,0.0910224914314798,1,2,Percent,1,Rank,1
7,2,Cloris Leachman,15.0,0.1006753969406498,6,9,Percent,11,Rank,6
7,2,Susan Lucci,21.0,0.0938392768699505,4,4,Percent,4,Rank,4
7,2,Cody Linley,21.0,0.0930272873084061,5,5,Percent,4,Rank,5
7,2,Misty May-Treanor,21.0,0.0892553446100671,8,6,Percent,4,Rank,8
7,2,Maurice Greene,19.0,0.0901292399099529,10,8,Percent,8,Rank,10
7,2,Warren Sapp,24.0,0.0947718972731138,2,2,Percent,1,Rank,2
7,2,Toni Braxton,23.0,0.0939796478128221,3,3,Percent,3,Rank,3
7,2,Lance Bass,20.0,0.0910827508163633,9,7,Percent,7,Rank,9
7,2,Kim Kardashian,17.0,0.0516950774014771,11,11,Percent,9,Rank,11
7,2,Rocco DiSpirito,16.0,0.0955439577106876,6,10,Percent,10,Rank,6
7,2,Brooke Burke,24.0,0.1060001233465084,1,1,Percent,1,Rank,1
7,3,Cloris Leachman,16.0,0.0977449921906523,9,9,Percent,9,Rank,9
7,3,Susan Lucci,21.0,0.1096206335302129,5,6,Percent,6,Rank,5
7,3,Cody Linley,21.0,0.1088374392670355,7,7,Percent,6,Rank,7
7,3,Maurice Greene,24.0,0.1090235976084319,4,3,Percent,3,Rank,4
7,3,Warren Sapp,25.0,0.1168188582476592,2,2,Percent,2,Rank,2
7,3,Toni Braxton,22.0,0.1102488029301096,3,4,Percent,4,Rank,3
7,3,Lance Bass,22.0,0.1073753279967696,6,5,Percent,4,Rank,6
7,3,Rocco DiSpirito,20.0,0.1006400922161851,8,8,Percent,8,Rank,8
7,3,Brooke Burke,28.0,0.1396902560129439,1,1,Percent,1,Rank,1
7,4,Cloris Leachman,22.0,0.1170225882930829,4,5,Percent,5,Rank,4
7,4,Susan Lucci,24.0,0.1195279675690366,3,3,Percent,3,Rank,3
7,4,Cody Linley,23.0,0.1166562942832117,4,4,Percent,4,Rank,4
7,4,Maurice Greene,20.0,0.1094386882011202,8,8,Percent,8,Rank,8
7,4,Warren Sapp,22.0,0.1140598028871665,7,7,Percent,5,Rank,7
7,4,Toni Braxton,22.0,0.1149535138240264,6,6,Percent,5,Rank,6
7,4,Lance Bass,26.0,0.1187773643277616,2,2,Percent,1,Rank,2
7,4,Rocco DiSpirito,18.0,0.0539246909782359,9,9,Percent,9,Rank,9
7,4,Brooke Burke,26.0,0.135639089636363,1,1,Percent,1,Rank,1
7,5,Cloris Leachman,21.0,0.1326918625028371,5,6,Percent,7,Rank,5
7,5,Susan Lucci,22.0,0.1318450626268884,3,5,Percent,5,Rank,3
7,5,Cody Linley,28.0,0.1361784503095974,2,2,Percent,2,Rank,2
7,5,Maurice Greene,27.0,0.1282503355687732,5,3,Percent,3,Rank,5
7,5,Warren Sapp,25.0,0.1303340470028354,3,4,Percent,4,Rank,3
7,5,Toni Braxton,22.0,0.0591853791755436,7,8,Percent,5,Rank,7
7,5,Lance Bass,21.0,0.1291096763307957,7,7,Percent,7,Rank,7
7,5,Brooke Burke,29.0,0.1524051864827265,1,1,Percent,1,Rank,1
7,6,Cloris Leachman,15.0,0.0831171472419398,7,7,Percent,7,Rank,7
7,6,Susan Lucci,23.0,0.1502970671719372,4,4,Percent,4,Rank,4
7,6,Cody Linley,23.0,0.1489951659147297,5,5,Percent,4,Rank,5
7,6,Maurice Greene,21.0,0.1394340697940069,6,6,Percent,6,Rank,6
7,6,Warren Sapp,25.0,0.1510751855070024,3,3,Percent,3,Rank,3
7,6,Lance Bass,27.0,0.1541334158000024,1,2,Percent,1,Rank,1
7,6,Brooke Burke,26.0,0.1729479485703789,1,1,Percent,2,Rank,1
7,7,Susan Lucci,24.0,0.0821102970550948,6,6,Percent,4,Rank,6
7,7,Cody Linley,22.0,0.1820005743007033,3,4,Percent,5,Rank,3
7,7,Maurice Greene,25.0,0.1724349134093454,3,3,Percent,2,Rank,3
7,7,Warren Sapp,21.0,0.18174661140078,5,5,Percent,6,Rank,5
7,7,Lance Bass,25.0,0.1761952168382804,2,2,Percent,2,Rank,2
7,7,Brooke Burke,30.0,0.2055123869957979,1,1,Percent,1,Rank,1
7,8,Cody Linley,24.0,0.2193262394620178,3,4,Percent,4,Rank,3
7,8,Maurice Greene,24.0,0.1077261993902716,5,5,Percent,4,Rank,5
7,8,Warren Sapp,27.0,0.2177545256621062,2,2,Percent,2,Rank,2
7,8,Lance Bass,25.0,0.215058948980469,4,3,Percent,3,Rank,4
7,8,Brooke Burke,27.5,0.2401340865051367,1,1,Percent,1,Rank,1
7,9,Cody Linley,23.0,0.1519274339063204,4,4,Percent,4,Rank,4
7,9,Warren Sapp,24.5,0.2758281674012545,2,3,Percent,2,Rank,2
7,9,Lance Bass,28.5,0.2727845214824591,2,1,Percent,1,Rank,2
7,9,Brooke Burke,24.5,0.2994598772099682,1,2,Percent,2,Rank,1
7,10,Warren Sapp,27.5,0.316115989094099,2,2,Percent,2,Rank,2
7,10,Lance Bass,27.5,0.3112223827602929,3,3,Percent,2,Rank,3
7,10,Brooke Burke,30.0,0.3726616281456165,1,1,Percent,1,Rank,1
8,1,Gilles Marini,24.0,0.0847281014973817,2,2,Percent,1,Rank,2
8,1,Denise Richards,18.0,0.0759664522102403,7,8,Percent,7,Rank,7
8,1,David Alan Grier,19.0,0.0719914159523833,7,7,Percent,6,Rank,7
8,1,Lawrence Taylor,16.0,0.0667565293151764,11,11,Percent,11,Rank,11
8,1,Ty Murray,14.0,0.0640966783758366,12,12,Percent,12,Rank,12
8,1,Shawn Johnson,23.0,0.0940936092512855,1,1,Percent,2,Rank,1
8,1,Steve Wozniak,13.0,0.0636886949197284,13,13,Percent,13,Rank,13
8,1,Belinda Carlisle,17.0,0.069653682544805,10,10,Percent,9,Rank,10
8,1,Chuck Wicks,20.0,0.0770088515192987,5,5,Percent,5,Rank,5
8,1,Lil' Kim,21.0,0.0927836510147183,4,4,Percent,4,Rank,4
8,1,Steve-O,17.0,0.0711433326422972,9,9,Percent,9,Rank,9
8,1,Holly Madison,18.0,0.0803802881447621,6,6,Percent,7,Rank,6
8,1,Melissa Rycroft,23.0,0.0877087126120832,2,3,Percent,2,Rank,2
8,2,Gilles Marini,27.0,0.0864463058590039,1,1,Percent,1,Rank,1
8,2,Denise Richards,21.0,0.0792791405561557,5,5,Percent,5,Rank,5
8,2,David Alan Grier,17.0,0.0733648117749302,13,11,Percent,11,Rank,13
8,2,Lawrence Taylor,20.0,0.073611031059039,9,8,Percent,6,Rank,9
8,2,Ty Murray,20.0,0.0745798264798232,8,7,Percent,6,Rank,8
8,2,Shawn Johnson,24.0,0.0918970444164339,1,3,Percent,3,Rank,1
8,2,Steve Wozniak,17.0,0.0753036979910607,10,10,Percent,11,Rank,10
8,2,Belinda Carlisle,18.0,0.0280031435641824,12,13,Percent,9,Rank,12
8,2,Chuck Wicks,20.0,0.0760642355687743,6,6,Percent,6,Rank,6
8,2,Lil' Kim,23.0,0.0927024490198046,1,4,Percent,4,Rank,1
8,2,Steve-O,14.0,0.0784851797863733,10,12,Percent,13,Rank,10
8,2,Holly Madison,18.0,0.080938632644324,6,9,Percent,9,Rank,6
8,2,Melissa Rycroft,26.0,0.0893245012800998,1,2,Percent,2,Rank,1
8,3,Gilles Marini,27.0,0.091215291591026,3,4,Percent,1,Rank,3
8,3,Denise Richards,16.0,0.0333025808965198,12,12,Percent,10,Rank,12
8,3,David Alan Grier,24.0,0.0820137406406947,6,5,Percent,5,Rank,6
8,3,Lawrence Taylor,20.0,0.0770280933626273,10,8,Percent,8,Rank,10
8,3,Ty Murray,23.0,0.0822514787733017,6,7,Percent,6,Rank,6
8,3,Shawn Johnson,27.0,0.1024543510986268,1,1,Percent,1,Rank,1
8,3,Steve Wozniak,10.0,0.0875559381619095,9,11,Percent,12,Rank,9
8,3,Chuck Wicks,23.0,0.0837626591648128,5,6,Percent,6,Rank,5
8,3,Lil' Kim,25.0,0.1011280146531534,4,3,Percent,4,Rank,4
8,3,Steve-O,15.0,0.0792365317648665,11,10,Percent,11,Rank,11
8,3,Holly Madison,17.0,0.0838304425172658,8,9,Percent,9,Rank,8
8,3,Melissa Rycroft,27.0,0.0962208773751936,2,2,Percent,1,Rank,2
8,4,Gilles Marini,30.0,0.1053208826193514,3,1,Percent,1,Rank,3
8,4,David Alan Grier,22.0,0.0857044587583554,7,7,Percent,6,Rank,7
8,4,Lawrence Taylor,19.0,0.0818856456793795,9,8,Percent,8,Rank,9
8,4,Ty Murray,25.0,0.0931305060208611,5,5,Percent,4,Rank,5
8,4,Shawn Johnson,25.0,0.1077137569954308,4,4,Percent,4,Rank,4
8,4,Steve Wozniak,12.0,0.0431463743439219,11,11,Percent,11,Rank,11
8,4,Chuck Wicks,22.0,0.0890544048412927,6,6,Percent,6,Rank,6
8,4,Lil' Kim,27.0,0.1142636343323412,1,3,Percent,3,Rank,1
8,4,Steve-O,15.0,0.082076211826183,10,10,Percent,10,Rank,10
8,4,Holly Madison,16.0,0.0889979369399899,8,9,Percent,9,Rank,8
8,4,Melissa Rycroft,29.0,0.108706187642892,1,2,Percent,2,Rank,1
8,5,Gilles Marini,29.0,0.1216945003777562,2,1,Percent,1,Rank,2
8,5,David Alan Grier,22.0,0.0456837818239401,7,9,Percent,6,Rank,7
8,5,Lawrence Taylor,20.0,0.1110892157604933,7,7,Percent,8,Rank,7
8,5,Ty Murray,21.0,0.1109561988685477,7,6,Percent,7,Rank,7
8,5,Shawn Johnson,26.0,0.1291838265229231,2,3,Percent,2,Rank,2
8,5,Chuck Wicks,23.0,0.1123791868976794,5,5,Percent,5,Rank,5
8,5,Lil' Kim,26.0,0.1325194203930829,1,2,Percent,2,Rank,1
8,5,Steve-O,18.0,0.1158444160447547,6,8,Percent,9,Rank,6
8,5,Melissa Rycroft,25.0,0.1206494533108222,4,4,Percent,4,Rank,4
8,6,Gilles Marini,26.0,0.1303924887253544,4,4,Percent,3,Rank,4
8,6,Lawrence Taylor,22.0,0.1193684121722325,6,6,Percent,6,Rank,6
8,6,Ty Murray,18.0,0.120007504230315,6,7,Percent,7,Rank,6
8,6,Shawn Johnson,26.0,0.1466284102035448,2,2,Percent,3,Rank,2
8,6,Chuck Wicks,23.0,0.1239658694852476,5,5,Percent,5,Rank,5
8,6,Lil' Kim,28.0,0.1549350209958053,1,1,Percent,1,Rank,1
8,6,Steve-O,16.0,0.0645612491005663,8,8,Percent,8,Rank,8
8,6,Melissa Rycroft,27.0,0.1401410450869322,2,3,Percent,2,Rank,2
8,7,Gilles Marini,27.0,0.1473539594037134,3,4,Percent,3,Rank,3
8,7,Lawrence Taylor,21.0,0.0759036364393694,7,7,Percent,7,Rank,7
8,7,Ty Murray,24.0,0.1423084624845182,6,6,Percent,6,Rank,6
8,7,Shawn Johnson,28.0,0.1651272417878587,1,1,Percent,2,Rank,1
8,7,Chuck Wicks,27.0,0.1468401361173802,5,5,Percent,3,Rank,5
8,7,Lil' Kim,26.0,0.1645842324803692,3,3,Percent,5,Rank,3
8,7,Melissa Rycroft,29.0,0.1578823312867885,2,2,Percent,1,Rank,2
8,8,Gilles Marini,27.5,0.1747792517637575,3,3,Percent,2,Rank,3
8,8,Ty Murray,26.0,0.1720949578760301,4,4,Percent,3,Rank,4
8,8,Shawn Johnson,26.0,0.1900960839123188,2,2,Percent,3,Rank,2
8,8,Chuck Wicks,25.5,0.0838336653944462,6,6,Percent,5,Rank,6
8,8,Lil' Kim,28.0,0.195774580263443,1,1,Percent,1,Rank,1
8,8,Melissa Rycroft,23.0,0.1834214607900064,5,5,Percent,6,Rank,5
8,9,Gilles Marini,28.0,0.2131577076673605,3,3,Percent,2,Rank,3
8,9,Ty Murray,23.0,0.2197902053175548,4,4,Percent,5,Rank,4
8,9,Shawn Johnson,28.0,0.230691208304635,1,1,Percent,2,Rank,1
8,9,Lil' Kim,26.0,0.1151115019166727,5,5,Percent,4,Rank,5
8,9,Melissa Rycroft,28.5,0.2212493767937818,1,2,Percent,1,Rank,1
8,10,Gilles Marini,30.0,0.271951703978838,2,2,Percent,1,Rank,2
8,10,Ty Murray,24.0,0.1535778716773579,4,4,Percent,4,Rank,4
8,10,Shawn Johnson,28.0,0.2937577406841899,1,1,Percent,2,Rank,1
8,10,Melissa Rycroft,27.5,0.280712683659622,3,3,Percent,3,Rank,3
8,11,Gilles Marini,29.0,0.3145762664434606,2,3,Percent,2,Rank,2
8,11,Shawn Johnson,30.0,0.3579212206308291,1,1,Percent,1,Rank,1
8,11,Melissa Rycroft,28.5,0.3275025129257133,2,2,Percent,3,Rank,2
9,1,Ashley Hamiliton,18.9999,0.0243169337482373,16,16,Percent,15,Rank,16
9,1,Debi Mazar,22.0,0.0583952586770096,11,11,Percent,10,Rank,11
9,1,Melissa Joan Hart,24.0,0.0614067022117839,9,9,Percent,9,Rank,9
9,1,Mark Dacascos,28.9998,0.0652569684513252,6,6,Percent,6,Rank,6
9,1,Chuck Liddell,22.0,0.0600355466468848,10,10,Percent,10,Rank,10
9,1,Natalie Coughlin,26.9998,0.0632169038170199,8,8,Percent,7,Rank,8
9,1,Louie Vito,26.9998,0.0639552486923235,7,7,Percent,7,Rank,7
9,1,Michael Irvin,19.0,0.0575814648398865,14,15,Percent,14,Rank,14
9,1,Joanna Krupa,33.9999,0.0790079465624197,1,1,Percent,1,Rank,1
9,1,Kathy Ireland,19.9999,0.0594406743197049,13,13,Percent,12,Rank,13
9,1,Tom DeLay,19.9999,0.0594566927734657,11,12,Percent,12,Rank,11
9,1,Macy Gray,18.9999,0.0581366146664245,14,14,Percent,15,Rank,14
9,1,Aaron Carter,31.9999,0.0738225781621683,2,3,Percent,2,Rank,2
9,1,Mya,30.9999,0.0763440781262345,2,2,Percent,3,Rank,2
9,1,Donny Osmond,29.9999,0.0688670721233955,5,5,Percent,5,Rank,5
9,1,Kelly Osbourne,30.9998,0.0707593161817184,4,4,Percent,4,Rank,4
9,2,Debi Mazar,21.0,0.0708189832952229,7,6,Percent,4,Rank,7
9,2,Melissa Joan Hart,19.0,0.0716292865509411,10,11,Percent,9,Rank,10
9,2,Mark Dacascos,21.0,0.0707551477873723,8,7,Percent,4,Rank,8
9,2,Chuck Liddell,19.0,0.0720111987432175,8,10,Percent,9,Rank,8
9,2,Natalie Coughlin,21.0,0.0713078440967061,5,5,Percent,4,Rank,5
9,2,Louie Vito,19.0,0.0708848769500158,11,12,Percent,9,Rank,11
9,2,Michael Irvin,20.0,0.0701319680972717,13,8,Percent,7,Rank,13
9,2,Joanna Krupa,20.0,0.0777245217660471,4,4,Percent,7,Rank,4
9,2,Kathy Ireland,18.0,0.0284095949592592,14,14,Percent,13,Rank,14
9,2,Tom DeLay,18.0,0.0720346951920168,11,13,Percent,13,Rank,11
9,2,Aaron Carter,27.0,0.0842798145833346,2,2,Percent,1,Rank,2
9,2,Mya,27.0,0.0888496010534075,1,1,Percent,1,Rank,1
9,2,Donny Osmond,25.0,0.0783016141175461,3,3,Percent,3,Rank,3
9,2,Kelly Osbourne,19.0,0.0728608528076425,6,9,Percent,9,Rank,6
9,3,Debi Mazar,17.0,0.0285505215385906,13,13,Percent,10,Rank,13
9,3,Melissa Joan Hart,19.0,0.0767459203125841,8,8,Percent,8,Rank,8
9,3,Mark Dacascos,18.0,0.0742473058982073,10,9,Percent,9,Rank,10
9,3,Chuck Liddell,17.0,0.0764004656135282,10,10,Percent,10,Rank,10
9,3,Natalie Coughlin,26.0,0.084887804241902,2,2,Percent,2,Rank,2
9,3,Louie Vito,20.0,0.0767906634089668,7,7,Percent,6,Rank,7
9,3,Michael Irvin,14.0,0.0768445854004638,10,12,Percent,13,Rank,10
9,3,Joanna Krupa,23.0,0.0888835875611952,2,3,Percent,3,Rank,2
9,3,Tom DeLay,15.0,0.0777069604988247,9,11,Percent,12,Rank,9
9,3,Aaron Carter,21.0,0.0826235728037108,4,4,Percent,4,Rank,4
9,3,Mya,27.0,0.0980480952650014,1,1,Percent,1,Rank,1
9,3,Donny Osmond,21.0,0.0793196498106415,5,5,Percent,4,Rank,5
9,3,Kelly Osbourne,20.0,0.0789508676463912,6,6,Percent,6,Rank,6
9,4,Melissa Joan Hart,28.0,0.1017531132241712,2,2,Percent,1,Rank,2
9,4,Mark Dacascos,22.0,0.0887683656827903,8,7,Percent,7,Rank,8
9,4,Chuck Liddell,17.0,0.0394050183787292,10,11,Percent,9,Rank,10
9,4,Natalie Coughlin,24.0,0.0921302670770136,5,5,Percent,4,Rank,5
9,4,Louie Vito,16.0,0.0893175758638383,9,9,Percent,10,Rank,9
9,4,Michael Irvin,16.0,0.0884905173835347,10,10,Percent,10,Rank,10
9,4,Joanna Krupa,26.0,0.1060100652721516,3,3,Percent,3,Rank,3
9,4,Aaron Carter,18.0,0.0922646632108699,7,8,Percent,8,Rank,7
9,4,Mya,28.0,0.1123873642460483,1,1,Percent,1,Rank,1
9,4,Donny Osmond,24.0,0.0951558053033633,4,4,Percent,4,Rank,4
9,4,Kelly Osbourne,23.0,0.094317244357488,5,6,Percent,6,Rank,5
9,5,Melissa Joan Hart,23.0,0.1027299299771473,7,7,Percent,7,Rank,7
9,5,Mark Dacascos,26.0,0.1022080537162557,6,3,Percent,3,Rank,6
9,5,Natalie Coughlin,22.0,0.0438951274731527,9,10,Percent,8,Rank,9
9,5,Louie Vito,22.0,0.1019294179907776,8,8,Percent,8,Rank,8
9,5,Michael Irvin,21.0,0.100826055747168,10,9,Percent,10,Rank,10
9,5,Joanna Krupa,24.0,0.1104585898755411,3,4,Percent,4,Rank,3
9,5,Aaron Carter,24.0,0.1068871088768487,4,5,Percent,4,Rank,4
9,5,Mya,27.0,0.1165663938830948,1,2,Percent,2,Rank,1
9,5,Donny Osmond,29.0,0.1099236832294685,2,1,Percent,1,Rank,2
9,5,Kelly Osbourne,24.0,0.1045756392305519,5,6,Percent,4,Rank,5
9,6,Melissa Joan Hart,23.9999,0.0526799630552288,9,9,Percent,8,Rank,9
9,6,Mark Dacascos,32.0,0.114376193010197,4,4,Percent,4,Rank,4
9,6,Louie Vito,24.0,0.1097650259334064,7,7,Percent,7,Rank,7
9,6,Michael Irvin,21.9998,0.1099556414655526,8,8,Percent,9,Rank,8
9,6,Joanna Krupa,35.9999,0.1334086798479276,1,1,Percent,1,Rank,1
9,6,Aaron Carter,32.9998,0.1229527413344903,3,3,Percent,3,Rank,3
9,6,Mya,33.0,0.1293702785339511,2,2,Percent,2,Rank,2
9,6,Donny Osmond,30.9999,0.1160012742619441,4,5,Percent,5,Rank,4
9,6,Kelly Osbourne,24.9998,0.1114902025573049,6,6,Percent,6,Rank,6
9,7,Mark Dacascos,21.5,0.0740562350889067,7,7,Percent,7,Rank,7
9,7,Michael Irvin,23.5,0.145194305136901,6,6,Percent,6,Rank,6
9,7,Joanna Krupa,27.5,0.1627139865928436,1,1,Percent,1,Rank,1
9,7,Aaron Carter,26.5,0.15538839942547,2,2,Percent,2,Rank,2
9,7,Mya,24.5,0.1606862872791569,3,3,Percent,5,Rank,3
9,7,Donny Osmond,26.0,0.1503257263862773,5,5,Percent,3,Rank,5
9,7,Kelly Osbourne,26.0,0.1516350600904487,3,4,Percent,3,Rank,3
9,8,Joanna Krupa,26.0,0.225139992752338,2,2,Percent,2,Rank,2
9,8,Aaron Carter,25.0,0.1113254707924715,5,5,Percent,4,Rank,5
9,8,Mya,29.5,0.231739109939525,1,1,Percent,1,Rank,1
9,8,Donny Osmond,25.0,0.2154273573155613,4,4,Percent,4,Rank,4
9,8,Kelly Osbourne,25.5,0.2163680692001011,3,3,Percent,3,Rank,3
9,9,Joanna Krupa,27.0,0.1469090817245469,2,4,Percent,2,Rank,2
9,9,Mya,28.9999,0.2914791998256686,1,1,Percent,1,Rank,1
9,9,Donny Osmond,24.666600000000003,0.2820016021956207,2,3,Percent,4,Rank,2
9,9,Kelly Osbourne,25.9998,0.2796101162541653,2,2,Percent,3,Rank,2
9,10,Mya,28.3332,0.3576355851506119,1,1,Percent,2,Rank,1
9,10,Donny Osmond,28.9998,0.3314160238075153,1,2,Percent,1,Rank,1
9,10,Kelly Osbourne,25.2222,0.310948391041877,3,3,Percent,3,Rank,3
10,1,Aiden Turner,15.0,0.0744506190611894,10,10,Percent,10,Rank,10
10,1,Shannen Doherty,18.0,0.0812071657855595,9,9,Percent,6,Rank,9
10,1,Niecy Nash,18.0,0.0814167073125779,8,8,Percent,6,Rank,8
10,1,Buzz Aldrin,14.0,0.0747782238408731,10,11,Percent,11,Rank,10
10,1,Chad Ochocinco,18.0,0.0864484051338163,7,7,Percent,6,Rank,7
10,1,Evan Lysacek,23.0,0.0947584797150367,3,3,Percent,2,Rank,3
10,1,Pamela Anderson,21.0,0.1015772910204605,3,4,Percent,3,Rank,3
10,1,Nicole Scherzinger,25.0,0.1036040822036774,1,1,Percent,1,Rank,1
10,1,Erin Andrews,21.0,0.1127395909683157,2,2,Percent,3,Rank,2
10,1,Kate Gosselin,16.0,0.1016252956057797,6,6,Percent,9,Rank,6
10,1,Jake Pavelka,20.0,0.0873941393527134,5,5,Percent,5,Rank,5
10,2,Aiden Turner,19.0,0.0861056139031057,11,8,Percent,8,Rank,11
10,2,Shannen Doherty,20.0,0.0305618363563103,10,11,Percent,6,Rank,10
10,2,Niecy Nash,21.0,0.0867142433425941,6,5,Percent,5,Rank,6
10,2,Buzz Aldrin,12.0,0.1006414788556905,8,10,Percent,11,Rank,8
10,2,Chad Ochocinco,16.0,0.0929430710956736,8,9,Percent,9,Rank,8
10,2,Evan Lysacek,24.0,0.0929252646196828,3,3,Percent,2,Rank,3
10,2,Pamela Anderson,22.0,0.099898723250065,3,4,Percent,4,Rank,3
10,2,Nicole Scherzinger,28.0,0.1046282570343253,1,1,Percent,1,Rank,1
10,2,Erin Andrews,23.0,0.1116640330507883,1,2,Percent,3,Rank,1
10,2,Kate Gosselin,15.0,0.1061067794280704,5,7,Percent,10,Rank,5
10,2,Jake Pavelka,20.0,0.0878106990636957,6,6,Percent,6,Rank,6
10,3,Aiden Turner,20.0,0.0932524010966864,9,8,Percent,7,Rank,9
10,3,Niecy Nash,21.0,0.0955498556371228,7,6,Percent,4,Rank,7
10,3,Buzz Aldrin,13.0,0.0511684772821594,10,10,Percent,10,Rank,10
10,3,Chad Ochocinco,20.0,0.0991374962429625,8,7,Percent,7,Rank,8
10,3,Evan Lysacek,26.0,0.1083507034067579,2,2,Percent,1,Rank,2
10,3,Pamela Anderson,21.0,0.1097579308731891,3,4,Percent,4,Rank,3
10,3,Nicole Scherzinger,23.0,0.1069645288073818,3,3,Percent,2,Rank,3
10,3,Erin Andrews,23.0,0.1256243782886209,1,1,Percent,2,Rank,1
10,3,Kate Gosselin,15.0,0.1128246022760465,5,9,Percent,9,Rank,5
10,3,Jake Pavelka,21.0,0.0973696260890731,5,5,Percent,4,Rank,5
10,4,Aiden Turner,16.5,0.0509272990761547,9,9,Percent,8,Rank,9
10,4,Niecy Nash,18.0,0.1054160379976601,8,8,Percent,7,Rank,8
10,4,Chad Ochocinco,22.0,0.1127144280499859,5,5,Percent,4,Rank,5
10,4,Evan Lysacek,26.0,0.1184307393661657,1,1,Percent,1,Rank,1
10,4,Pamela Anderson,23.5,0.1255582869549204,1,3,Percent,3,Rank,1
10,4,Nicole Scherzinger,25.0,0.1213767326249209,1,2,Percent,2,Rank,1
10,4,Erin Andrews,19.5,0.1309522551598823,1,4,Percent,5,Rank,1
10,4,Kate Gosselin,16.0,0.1278951324732813,6,6,Percent,9,Rank,6
10,4,Jake Pavelka,19.0,0.1067290882970262,7,7,Percent,6,Rank,7
10,5,Niecy Nash,18.0,0.1200225650219212,7,7,Percent,6,Rank,7
10,5,Chad Ochocinco,18.0,0.1246131241048302,6,6,Percent,6,Rank,6
