season,week,celebrity_name,vote_mean,system_type
9,1,Ashley Hamiliton,0.009062832991178738,Percentile
9,1,Debi Mazar,0.06317947816563915,Percentile
9,1,Melissa Joan Hart,0.061253742328834536,Percentile
9,1,Mark Dacascos,0.06901337219169898,Percentile
9,1,Chuck Liddell,0.06183056598827564,Percentile
9,1,Natalie Coughlin,0.06546202805373506,Percentile
9,1,Louie Vito,0.06683600657511406,Percentile
9,1,Michael Irvin,0.06509906219571195,Percentile
9,1,Joanna Krupa,0.07189133840345602,Percentile
9,1,Kathy Ireland,0.06388592558802,Percentile
9,1,Tom DeLay,0.061258813385434534,Percentile
9,1,Macy Gray,0.06385915664024779,Percentile
9,1,Aaron Carter,0.06992213249375696,Percentile
9,1,Mya,0.06912752433081976,Percentile
9,1,Donny Osmond,0.06937169285302212,Percentile
9,1,Kelly Osbourne,0.06894632781505432,Percentile
9,2,Debi Mazar,0.07302065424090318,Percentile
9,2,Melissa Joan Hart,0.07407541446287597,Percentile
9,2,Mark Dacascos,0.0743869399242823,Percentile
9,2,Chuck Liddell,0.07484859799493818,Percentile
9,2,Natalie Coughlin,0.07497951150062206,Percentile
9,2,Louie Vito,0.07202126278122453,Percentile
9,2,Michael Irvin,0.07583104692235874,Percentile
9,2,Joanna Krupa,0.07603906341933317,Percentile
9,2,Kathy Ireland,0.010346897288235344,Percentile
9,2,Tom DeLay,0.07750372550973024,Percentile
9,2,Aaron Carter,0.08009884719434063,Percentile
9,2,Mya,0.0838004338071582,Percentile
9,2,Donny Osmond,0.07795983701774092,Percentile
9,2,Kelly Osbourne,0.07508776793625682,Percentile
9,3,Debi Mazar,0.012160018082658612,Percentile
9,3,Melissa Joan Hart,0.080348346377903,Percentile
9,3,Mark Dacascos,0.08043037824500347,Percentile
9,3,Chuck Liddell,0.07921485011158662,Percentile
9,3,Natalie Coughlin,0.08607254861355554,Percentile
9,3,Louie Vito,0.08010946100687137,Percentile
9,3,Michael Irvin,0.0851554470038361,Percentile
9,3,Joanna Krupa,0.08201476814355825,Percentile
9,3,Tom DeLay,0.08313196160796536,Percentile
9,3,Aaron Carter,0.08188140844218543,Percentile
9,3,Mya,0.09015812101365668,Percentile
9,3,Donny Osmond,0.0803308206895199,Percentile
9,3,Kelly Osbourne,0.07899187066169996,Percentile
9,4,Melissa Joan Hart,0.10394346570540162,Percentile
9,4,Mark Dacascos,0.0947925031091764,Percentile
9,4,Chuck Liddell,0.01929341663131728,Percentile
9,4,Natalie Coughlin,0.09482422324657737,Percentile
9,4,Louie Vito,0.09810147332684077,Percentile
9,4,Michael Irvin,0.09559335393947752,Percentile
9,4,Joanna Krupa,0.101921891600537,Percentile
9,4,Aaron Carter,0.09475254819857382,Percentile
9,4,Mya,0.10691668136284667,Percentile
9,4,Donny Osmond,0.09483072250237169,Percentile
9,4,Kelly Osbourne,0.09502972037687984,Percentile
9,5,Melissa Joan Hart,0.10707752815283621,Percentile
9,5,Mark Dacascos,0.10523317396964815,Percentile
9,5,Natalie Coughlin,0.02032682237077042,Percentile
9,5,Louie Vito,0.10724991971762264,Percentile
9,5,Michael Irvin,0.11147655373776923,Percentile
9,5,Joanna Krupa,0.10850664932686997,Percentile
9,5,Aaron Carter,0.10550245141088739,Percentile
9,5,Mya,0.11231894498313968,Percentile
9,5,Donny Osmond,0.11458734722524654,Percentile
9,5,Kelly Osbourne,0.10772060910520964,Percentile
9,6,Melissa Joan Hart,0.026769058146193767,Percentile
9,6,Mark Dacascos,0.12239090957331761,Percentile
9,6,Louie Vito,0.11751315771661365,Percentile
9,6,Michael Irvin,0.11990588760144746,Percentile
9,6,Joanna Krupa,0.1263921885515831,Percentile
9,6,Aaron Carter,0.1234230083694421,Percentile
9,6,Mya,0.1256080652322855,Percentile
9,6,Donny Osmond,0.12075351001567125,Percentile
9,6,Kelly Osbourne,0.11724421479344573,Percentile
9,7,Mark Dacascos,0.04600020595274278,Percentile
9,7,Michael Irvin,0.15772250347848488,Percentile
9,7,Joanna Krupa,0.1612165617167089,Percentile
9,7,Aaron Carter,0.15669087316991845,Percentile
9,7,Mya,0.16084028554753219,Percentile
9,7,Donny Osmond,0.15902595966226074,Percentile
9,7,Kelly Osbourne,0.15850361047235156,Percentile
9,8,Joanna Krupa,0.22988927909391046,Percentile
9,8,Aaron Carter,0.07759310895798235,Percentile
9,8,Mya,0.23980498168073477,Percentile
9,8,Donny Osmond,0.22653162941686109,Percentile
9,8,Kelly Osbourne,0.2261810008505116,Percentile
9,9,Joanna Krupa,0.11698150414335395,Percentile
9,9,Mya,0.29215807474838684,Percentile
9,9,Donny Osmond,0.2962109507070419,Percentile
9,9,Kelly Osbourne,0.2946494704012175,Percentile
9,10,Mya,0.33578659119987386,Percentile
9,10,Donny Osmond,0.34932410711669337,Percentile
9,10,Kelly Osbourne,0.31488930168343265,Percentile
10,1,Aiden Turner,0.0771442238304137,Percentile
10,1,Shannen Doherty,0.08693067563875398,Percentile
10,1,Niecy Nash,0.0854107831039428,Percentile
10,1,Buzz Aldrin,0.07867718440798874,Percentile
10,1,Chad Ochocinco,0.08440559435336184,Percentile
10,1,Evan Lysacek,0.09754470753898506,Percentile
10,1,Pamela Anderson,0.09574499841666352,Percentile
10,1,Nicole Scherzinger,0.10090051602154627,Percentile
10,1,Erin Andrews,0.10616775282069482,Percentile
10,1,Kate Gosselin,0.09420409077094986,Percentile
10,1,Jake Pavelka,0.09286947309670009,Percentile
10,2,Aiden Turner,0.0941955605102919,Percentile
10,2,Shannen Doherty,0.014584645753294337,Percentile
10,2,Niecy Nash,0.09054303648504093,Percentile
10,2,Buzz Aldrin,0.1120976819350384,Percentile
10,2,Chad Ochocinco,0.09929306438024205,Percentile
10,2,Evan Lysacek,0.09035684306684935,Percentile
10,2,Pamela Anderson,0.09380275563493747,Percentile
10,2,Nicole Scherzinger,0.10434891533390578,Percentile
10,2,Erin Andrews,0.09973185153341341,Percentile
10,2,Kate Gosselin,0.1083660411299991,Percentile
10,2,Jake Pavelka,0.09267960423698747,Percentile
10,3,Aiden Turner,0.10285774809748462,Percentile
10,3,Niecy Nash,0.10196639883074526,Percentile
10,3,Buzz Aldrin,0.02919605602819811,Percentile
10,3,Chad Ochocinco,0.10410684796231817,Percentile
10,3,Evan Lysacek,0.11711091914410635,Percentile
10,3,Pamela Anderson,0.10377535268870287,Percentile
10,3,Nicole Scherzinger,0.10871670390300148,Percentile
10,3,Erin Andrews,0.11680918270605328,Percentile
10,3,Kate Gosselin,0.11040410797509338,Percentile
10,3,Jake Pavelka,0.10505668266429626,Percentile
10,4,Aiden Turner,0.028954498852374982,Percentile
10,4,Niecy Nash,0.11294023175801385,Percentile
10,4,Chad Ochocinco,0.11970770357026861,Percentile
10,4,Evan Lysacek,0.1263514941652977,Percentile
10,4,Pamela Anderson,0.12176807444913573,Percentile
10,4,Nicole Scherzinger,0.12596446938254816,Percentile
10,4,Erin Andrews,0.12436222734838623,Percentile
10,4,Kate Gosselin,0.12380742471796193,Percentile
10,4,Jake Pavelka,0.11614387575601286,Percentile
10,5,Niecy Nash,0.1258309072097043,Percentile
10,5,Chad Ochocinco,0.1267890789425566,Percentile
10,5,Evan Lysacek,0.14613907071546373,Percentile
10,5,Pamela Anderson,0.1343553745685831,Percentile
10,5,Nicole Scherzinger,0.14962815805293106,Percentile
10,5,Erin Andrews,0.14350470530513695,Percentile
10,5,Kate Gosselin,0.042022045177920464,Percentile
10,5,Jake Pavelka,0.1317306600277033,Percentile
10,6,Niecy Nash,0.1533346315034966,Percentile
10,6,Chad Ochocinco,0.15884794258367596,Percentile
10,6,Evan Lysacek,0.15020931974611026,Percentile
10,6,Pamela Anderson,0.1561763346971726,Percentile
10,6,Nicole Scherzinger,0.16343182531589587,Percentile
10,6,Erin Andrews,0.17316226155847136,Percentile
10,6,Jake Pavelka,0.044837684595177486,Percentile
10,7,Niecy Nash,0.19125797301058803,Percentile
10,7,Chad Ochocinco,0.1862487771924134,Percentile
10,7,Evan Lysacek,0.18732456422544064,Percentile
10,7,Pamela Anderson,0.0549414092135923,Percentile
10,7,Nicole Scherzinger,0.18599359094891535,Percentile
10,7,Erin Andrews,0.19423368540904962,Percentile
10,8,Niecy Nash,0.08442246980261309,Percentile
10,8,Chad Ochocinco,0.21977993216029845,Percentile
10,8,Evan Lysacek,0.22640289287423793,Percentile
10,8,Nicole Scherzinger,0.23017660451121355,Percentile
10,8,Erin Andrews,0.23921810065163593,Percentile
10,9,Chad Ochocinco,0.12469152055932746,Percentile
10,9,Evan Lysacek,0.2882573131884946,Percentile
10,9,Nicole Scherzinger,0.28896837065403985,Percentile
10,9,Erin Andrews,0.2980827955981376,Percentile
10,10,Evan Lysacek,0.31976977730518297,Percentile
10,10,Nicole Scherzinger,0.34212923138466206,Percentile
10,10,Erin Andrews,0.33810099131015486,Percentile
11,1,David Hasselhoff,0.01663802850450734,Percentile
11,1,Florence Henderson,0.0859956119900722,Percentile
11,1,Kyle Massey,0.09089771003374475,Percentile
11,1,Jennifer Grey,0.10170902409381881,Percentile
11,1,Rick Fox,0.09030304976373825,Percentile
11,1,Kurt Warner,0.0851213167334324,Percentile
11,1,Margaret Cho,0.08698339064989408,Percentile
11,1,Michael Bolton,0.08510191391134052,Percentile
11,1,Brandy,0.09584971834145554,Percentile
11,1,The Situation,0.08737980952072932,Percentile
11,1,Audrina Patridge,0.08607018260928119,Percentile
11,1,Bristol Palin,0.08795024384798504,Percentile
11,2,Florence Henderson,0.09611339438417175,Percentile
11,2,Kyle Massey,0.094258855304987,Percentile
11,2,Jennifer Grey,0.10411290172520105,Percentile
11,2,Rick Fox,0.09581135496345453,Percentile
11,2,Kurt Warner,0.09656254968610158,Percentile
11,2,Margaret Cho,0.09073850584581435,Percentile
11,2,Michael Bolton,0.026538756889947977,Percentile
11,2,Brandy,0.10335865070864386,Percentile
11,2,The Situation,0.09452825203099699,Percentile
11,2,Audrina Patridge,0.09899973184218941,Percentile
11,2,Bristol Palin,0.09897704661849152,Percentile
11,3,Florence Henderson,0.10449668464551129,Percentile
11,3,Kyle Massey,0.11073372923386478,Percentile
11,3,Jennifer Grey,0.11265630775859496,Percentile
11,3,Rick Fox,0.10559586526758873,Percentile
11,3,Kurt Warner,0.10430007835756147,Percentile
11,3,Margaret Cho,0.023827788526772108,Percentile
11,3,Brandy,0.10994073832578889,Percentile
11,3,The Situation,0.10698025304205006,Percentile
11,3,Audrina Patridge,0.11054266908064254,Percentile
11,3,Bristol Palin,0.11092588576162529,Percentile
11,4,Florence Henderson,0.11575312429205649,Percentile
11,4,Kyle Massey,0.11508096400051214,Percentile
11,4,Jennifer Grey,0.14532460695154553,Percentile
11,4,Rick Fox,0.110909990845501,Percentile
11,4,Kurt Warner,0.11209103250221442,Percentile
11,4,Brandy,0.13139231036009857,Percentile
11,4,The Situation,0.03082223520730919,Percentile
11,4,Audrina Patridge,0.12144259994114572,Percentile
11,4,Bristol Palin,0.11718313589961676,Percentile
11,5,Florence Henderson,0.03234772167310489,Percentile
11,5,Kyle Massey,0.13438164241507497,Percentile
11,5,Jennifer Grey,0.14090135588018088,Percentile
11,5,Rick Fox,0.13755028232401065,Percentile
11,5,Kurt Warner,0.1331817962846906,Percentile
11,5,Brandy,0.14332739545758538,Percentile
11,5,Audrina Patridge,0.13499094617785556,Percentile
11,5,Bristol Palin,0.14331885978749662,Percentile
11,6,Kyle Massey,0.15654876570917825,Percentile
11,6,Jennifer Grey,0.16331978168126898,Percentile
11,6,Rick Fox,0.15492522063525566,Percentile
11,6,Kurt Warner,0.16937129073346255,Percentile
11,6,Brandy,0.15824946332139983,Percentile
11,6,Audrina Patridge,0.036172980832507994,Percentile
11,6,Bristol Palin,0.1614124970869261,Percentile
11,7,Kyle Massey,0.18699216679674874,Percentile
11,7,Jennifer Grey,0.19398286304175988,Percentile
11,7,Rick Fox,0.05359038669720197,Percentile
11,7,Kurt Warner,0.18474568559357246,Percentile
11,7,Brandy,0.19220688591786197,Percentile
11,7,Bristol Palin,0.18848201195285566,Percentile
11,8,Kyle Massey,0.22859453882401337,Percentile
11,8,Jennifer Grey,0.2320914872687635,Percentile
11,8,Kurt Warner,0.08354991254508286,Percentile
11,8,Brandy,0.22863159693322851,Percentile
11,8,Bristol Palin,0.22713246442891236,Percentile
11,9,Kyle Massey,0.29135008972031406,Percentile
11,9,Jennifer Grey,0.29814356988478397,Percentile
11,9,Brandy,0.11717668213899513,Percentile
11,9,Bristol Palin,0.29332965825590623,Percentile
11,10,Kyle Massey,0.32518597049532755,Percentile
11,10,Jennifer Grey,0.3606375734207552,Percentile
11,10,Bristol Palin,0.31417645608391653,Percentile
12,1,Ralph Macchio,0.09800734302507239,Percentile
12,1,Chelsea Kane,0.09117100242949921,Percentile
12,1,Kirstie Alley,0.10072688506346635,Percentile
12,1,Hines Ward,0.09217003919331423,Percentile
12,1,Sugar Ray Leonard,0.08092839647362564,Percentile
12,1,Chris Jericho,0.08495594358789164,Percentile
12,1,Petra Nemcova,0.08496155178680319,Percentile
12,1,Mike Catherwood,0.07477373818320297,Percentile
12,1,Romeo,0.1297066835172667,Percentile
12,1,Wendy Williams,0.07505364582089363,Percentile
12,1,Kendra Wilkinson,0.08754477091896382,Percentile
12,2,Ralph Macchio,0.09494590869297748,Percentile
12,2,Chelsea Kane,0.0927305852210084,Percentile
12,2,Kirstie Alley,0.09683807459699428,Percentile
12,2,Hines Ward,0.09505496360233599,Percentile
12,2,Sugar Ray Leonard,0.09448049220419988,Percentile
12,2,Chris Jericho,0.09462699569956823,Percentile
12,2,Petra Nemcova,0.09206497573995427,Percentile
12,2,Mike Catherwood,0.017597213498088383,Percentile
12,2,Romeo,0.13856668735081967,Percentile
12,2,Wendy Williams,0.0936872088621157,Percentile
12,2,Kendra Wilkinson,0.08940689453193783,Percentile
12,3,Ralph Macchio,0.10091218854451013,Percentile
12,3,Chelsea Kane,0.1032298723677836,Percentile
12,3,Kirstie Alley,0.10466894142952843,Percentile
12,3,Hines Ward,0.1088019577702053,Percentile
12,3,Sugar Ray Leonard,0.09890934132437557,Percentile
12,3,Chris Jericho,0.0993807545113404,Percentile
12,3,Petra Nemcova,0.10573588122163499,Percentile
12,3,Romeo,0.14407009387817957,Percentile
12,3,Wendy Williams,0.028985766244757245,Percentile
12,3,Kendra Wilkinson,0.10530520270768386,Percentile
12,4,Ralph Macchio,0.11510127536707619,Percentile
12,4,Chelsea Kane,0.1167772458093873,Percentile
12,4,Kirstie Alley,0.11766543605046569,Percentile
12,4,Hines Ward,0.11482223039418404,Percentile
12,4,Sugar Ray Leonard,0.025661955224703298,Percentile
12,4,Chris Jericho,0.11273835366876668,Percentile
12,4,Petra Nemcova,0.11641271257104197,Percentile
12,4,Romeo,0.15992168556664915,Percentile
12,4,Kendra Wilkinson,0.12089910534772615,Percentile
12,5,Ralph Macchio,0.1301768094058817,Percentile
12,5,Chelsea Kane,0.12897744528137906,Percentile
12,5,Kirstie Alley,0.13345017117440913,Percentile
12,5,Hines Ward,0.13319114083271177,Percentile
12,5,Chris Jericho,0.13306902567441187,Percentile
12,5,Petra Nemcova,0.033112312687860655,Percentile
12,5,Romeo,0.17728029840452056,Percentile
12,5,Kendra Wilkinson,0.13074279653882503,Percentile
12,6,Ralph Macchio,0.1478766408614916,Percentile
12,6,Chelsea Kane,0.15175547688930793,Percentile
12,6,Kirstie Alley,0.15403193806230248,Percentile
12,6,Hines Ward,0.15091405827901774,Percentile
12,6,Chris Jericho,0.045808765048822926,Percentile
12,6,Romeo,0.20238252896983785,Percentile
12,6,Kendra Wilkinson,0.14723059188921905,Percentile
12,7,Ralph Macchio,0.17758552570471475,Percentile
12,7,Chelsea Kane,0.17455943788577136,Percentile
12,7,Kirstie Alley,0.18604330127495225,Percentile
12,7,Hines Ward,0.17960648791848224,Percentile
12,7,Romeo,0.22588927606373427,Percentile
12,7,Kendra Wilkinson,0.05631597115234534,Percentile
12,8,Ralph Macchio,0.23531027255107806,Percentile
12,8,Chelsea Kane,0.21836443880048484,Percentile
12,8,Kirstie Alley,0.22680870567953731,Percentile
12,8,Hines Ward,0.22841715322713255,Percentile
12,8,Romeo,0.09109942974176682,Percentile
12,9,Ralph Macchio,0.12585259133594665,Percentile
12,9,Chelsea Kane,0.30733281117241096,Percentile
12,9,Kirstie Alley,0.28500415012853064,Percentile
12,9,Hines Ward,0.2818104473631119,Percentile
12,10,Chelsea Kane,0.338214689138829,Percentile
12,10,Kirstie Alley,0.325357414424111,Percentile
12,10,Hines Ward,0.3364278964370589,Percentile
13,1,Elisabetta Canalis,0.08677481247623361,Percentile
13,1,David Arquette,0.08566299768992282,Percentile
13,1,Ricki Lake,0.08817183002568682,Percentile
13,1,J.R. Martinez,0.09482612519473321,Percentile
13,1,Metta World Peace (Ron),0.017341772132259847,Percentile
13,1,Hope Solo,0.09624558237406224,Percentile
13,1,Chynna Phillips,0.09148417171539437,Percentile
13,1,Kristin Cavallari,0.08476809638559357,Percentile
13,1,Carson Kressley,0.08304079379290319,Percentile
13,1,Chaz Bono,0.08620582615536382,Percentile
13,1,Nancy Grace,0.102673515349854,Percentile
13,1,Rob Kardashian,0.08280447670799201,Percentile
13,2,Elisabetta Canalis,0.013975401558364239,Percentile
13,2,David Arquette,0.10135656451768994,Percentile
13,2,Ricki Lake,0.0957500866992771,Percentile
13,2,J.R. Martinez,0.09581737747271393,Percentile
13,2,Hope Solo,0.10005553135151612,Percentile
13,2,Chynna Phillips,0.0927414805720579,Percentile
13,2,Kristin Cavallari,0.09518289785632458,Percentile
13,2,Carson Kressley,0.09811099519529246,Percentile
13,2,Chaz Bono,0.1013409774445275,Percentile
13,2,Nancy Grace,0.11480654238282585,Percentile
13,2,Rob Kardashian,0.09086214494941065,Percentile
13,3,David Arquette,0.1058210781672901,Percentile
13,3,Ricki Lake,0.10558153515908598,Percentile
13,3,J.R. Martinez,0.10238019816675423,Percentile
13,3,Hope Solo,0.11000045223180188,Percentile
13,3,Chynna Phillips,0.104355718524438,Percentile
13,3,Kristin Cavallari,0.018091395326039837,Percentile
13,3,Carson Kressley,0.10620658993598826,Percentile
13,3,Chaz Bono,0.11675278852440295,Percentile
13,3,Nancy Grace,0.12435490106060966,Percentile
13,3,Rob Kardashian,0.10645534290358884,Percentile
13,4,David Arquette,0.11752168835563827,Percentile
13,4,Ricki Lake,0.125429507576316,Percentile
13,4,J.R. Martinez,0.11616887717737728,Percentile
13,4,Hope Solo,0.12231127045653213,Percentile
13,4,Chynna Phillips,0.02581639983336888,Percentile
13,4,Carson Kressley,0.1185515732831812,Percentile
13,4,Chaz Bono,0.12238785311156368,Percentile
13,4,Nancy Grace,0.13511810200960073,Percentile
13,4,Rob Kardashian,0.11669472819642192,Percentile
13,5,David Arquette,0.13274417376782988,Percentile
13,5,Ricki Lake,0.13350417839161935,Percentile
13,5,J.R. Martinez,0.1381566500031233,Percentile
13,5,Hope Solo,0.13866870282380406,Percentile
13,5,Carson Kressley,0.03791260066706438,Percentile
13,5,Chaz Bono,0.13569505297124343,Percentile
13,5,Nancy Grace,0.15127025403169986,Percentile
13,5,Rob Kardashian,0.13204838734361654,Percentile
13,6,David Arquette,0.15038461296557754,Percentile
13,6,Ricki Lake,0.16188619300833773,Percentile
13,6,J.R. Martinez,0.16169025494991437,Percentile
13,6,Hope Solo,0.1566734070215176,Percentile
13,6,Chaz Bono,0.04675284721648849,Percentile
13,6,Nancy Grace,0.17304990045561078,Percentile
13,6,Rob Kardashian,0.14956278438255427,Percentile
13,7,David Arquette,0.056241292863657956,Percentile
13,7,Ricki Lake,0.18468707915121468,Percentile
13,7,J.R. Martinez,0.1827665762472387,Percentile
13,7,Hope Solo,0.1896808513264525,Percentile
13,7,Nancy Grace,0.20339220927375143,Percentile
13,7,Rob Kardashian,0.18323199113768412,Percentile
13,8,Ricki Lake,0.22241118700409776,Percentile
13,8,J.R. Martinez,0.23415831371403675,Percentile
13,8,Hope Solo,0.22993241119431393,Percentile
13,8,Nancy Grace,0.09308477868606535,Percentile
13,8,Rob Kardashian,0.2204133094014857,Percentile
13,9,Ricki Lake,0.2907784376704817,Percentile
13,9,J.R. Martinez,0.28422653856942387,Percentile
13,9,Hope Solo,0.13120757259695112,Percentile
13,9,Rob Kardashian,0.29378745116314287,Percentile
13,10,Ricki Lake,0.32947147086254264,Percentile
13,10,J.R. Martinez,0.33486914284492725,Percentile
13,10,Rob Kardashian,0.33565938629253084,Percentile
14,1,William Levy,0.09363072639533904,Percentile
14,1,Jack Wagner,0.08173708830871326,Percentile
14,1,Sherri Sheperd,0.08198699402784217,Percentile
14,1,Jaleel White,0.08513226963553654,Percentile
14,1,Roshon Fegan,0.08037543931976474,Percentile
14,1,Melissa Gilbert,0.0796062100903036,Percentile
14,1,Martina Navratilova,0.07876962015826613,Percentile
14,1,Donald Driver,0.07891384796901411,Percentile
14,1,Gavin DeGraw,0.08052521983843416,Percentile
14,1,Gladys Knight,0.08520740205839537,Percentile
14,1,Katherine Jenkins,0.09058372712978004,Percentile
14,1,Maria Menounos,0.08353145506861102,Percentile
14,2,William Levy,0.10075381821537016,Percentile
14,2,Jack Wagner,0.08464342513219866,Percentile
14,2,Sherri Sheperd,0.08494362307547287,Percentile
14,2,Jaleel White,0.08553126958117886,Percentile
14,2,Roshon Fegan,0.08984084024200785,Percentile
14,2,Melissa Gilbert,0.0893822112922533,Percentile
14,2,Martina Navratilova,0.01801551834939866,Percentile
14,2,Donald Driver,0.0888969937221627,Percentile
14,2,Gavin DeGraw,0.08797785835626942,Percentile
14,2,Gladys Knight,0.08615578039358807,Percentile
14,2,Katherine Jenkins,0.0922171885434195,Percentile
14,2,Maria Menounos,0.09164147309668001,Percentile
14,3,William Levy,0.10950454405132659,Percentile
14,3,Jack Wagner,0.015994454022054135,Percentile
14,3,Sherri Sheperd,0.09789360583224455,Percentile
14,3,Jaleel White,0.09407000353759414,Percentile
14,3,Roshon Fegan,0.09839217568407212,Percentile
14,3,Melissa Gilbert,0.09903799976524448,Percentile
14,3,Donald Driver,0.09692158397588652,Percentile
14,3,Gavin DeGraw,0.09908814818994116,Percentile
14,3,Gladys Knight,0.0964395255592591,Percentile
14,3,Katherine Jenkins,0.09678307322178017,Percentile
14,3,Maria Menounos,0.09587488616059686,Percentile
14,4,William Levy,0.11828680655544636,Percentile
14,4,Sherri Sheperd,0.020601201798008294,Percentile
14,4,Jaleel White,0.10591770435912466,Percentile
14,4,Roshon Fegan,0.10581720123957158,Percentile
14,4,Melissa Gilbert,0.10725541575689443,Percentile
14,4,Donald Driver,0.10997466078226696,Percentile
14,4,Gavin DeGraw,0.10481869336425266,Percentile
14,4,Gladys Knight,0.10746328631332995,Percentile
14,4,Katherine Jenkins,0.10782287907232097,Percentile
14,4,Maria Menounos,0.1120421507587838,Percentile
14,5,William Levy,0.13676140659815006,Percentile
14,5,Jaleel White,0.11614872532516289,Percentile
14,5,Roshon Fegan,0.1149982046255072,Percentile
14,5,Melissa Gilbert,0.11814904413176938,Percentile
14,5,Donald Driver,0.12032968413790907,Percentile
14,5,Gavin DeGraw,0.030131912109139198,Percentile
14,5,Gladys Knight,0.11338433449983791,Percentile
14,5,Katherine Jenkins,0.1261023966536623,Percentile
14,5,Maria Menounos,0.12399429191886248,Percentile
14,6,William Levy,0.14970870633843522,Percentile
14,6,Jaleel White,0.1385335683487861,Percentile
14,6,Roshon Fegan,0.12895514929094912,Percentile
14,6,Melissa Gilbert,0.1319134244281656,Percentile
14,6,Donald Driver,0.13476856885842572,Percentile
14,6,Gladys Knight,0.03879518767979247,Percentile
14,6,Katherine Jenkins,0.1432792326014312,Percentile
14,6,Maria Menounos,0.13404616245401446,Percentile
14,7,William Levy,0.16870996161237803,Percentile
14,7,Jaleel White,0.04094425593700937,Percentile
14,7,Roshon Fegan,0.15793102013370683,Percentile
14,7,Melissa Gilbert,0.1615597481620845,Percentile
14,7,Donald Driver,0.15665348672436724,Percentile
14,7,Katherine Jenkins,0.15719676753896322,Percentile
14,7,Maria Menounos,0.1570047598914911,Percentile
14,8,William Levy,0.19880604944955085,Percentile
14,8,Roshon Fegan,0.05240685698766381,Percentile
14,8,Melissa Gilbert,0.18712963958149767,Percentile
14,8,Donald Driver,0.18664408573143254,Percentile
14,8,Katherine Jenkins,0.1867292026817249,Percentile
14,8,Maria Menounos,0.18828416556813055,Percentile
14,9,William Levy,0.30162700048329577,Percentile
14,9,Donald Driver,0.28924238075992703,Percentile
14,9,Katherine Jenkins,0.29236299579553904,Percentile
14,9,Maria Menounos,0.11676762296123941,Percentile
14,10,William Levy,0.3464548915657459,Percentile
14,10,Donald Driver,0.32509723322632805,Percentile
14,10,Katherine Jenkins,0.32844787520792607,Percentile
15,1,Gilles Marini,0.08356325054637812,Percentile
15,1,Sabrina Bryan,0.08416094133811552,Percentile
15,1,Kirstie Alley,0.0801217931689539,Percentile
15,1,Kelly Monaco,0.08593425432024752,Percentile
15,1,Apolo Anton Ohno,0.08240596068608837,Percentile
15,1,Emmitt Smith,0.08617240083982493,Percentile
15,1,Shawn Johnson,0.08028558942864111,Percentile
15,1,Pamela Anderson,0.014838118839391042,Percentile
15,1,Helio Castroneves,0.0800497994027987,Percentile
15,1,Joey Fatone,0.08166066812078594,Percentile
15,1,Drew Lachey,0.08070193573176086,Percentile
15,1,Bristol Palin,0.07808720260321378,Percentile
15,1,Melissa Rycroft,0.08201808497380014,Percentile
15,2,Gilles Marini,0.08917439336892387,Percentile
15,2,Sabrina Bryan,0.08891440522185892,Percentile
15,2,Kirstie Alley,0.08887118738714773,Percentile
15,2,Kelly Monaco,0.09269306908307226,Percentile
15,2,Apolo Anton Ohno,0.08534771724602658,Percentile
15,2,Emmitt Smith,0.09179980808801545,Percentile
15,2,Shawn Johnson,0.09016974142170521,Percentile
15,2,Helio Castroneves,0.08778525112111522,Percentile
15,2,Joey Fatone,0.012607708169212748,Percentile
15,2,Drew Lachey,0.08835364422852737,Percentile
15,2,Bristol Palin,0.09730080076896899,Percentile
15,2,Melissa Rycroft,0.08698227389542615,Percentile
15,3,Gilles Marini,0.09678752578068661,Percentile
15,3,Sabrina Bryan,0.09661871252296907,Percentile
15,3,Kirstie Alley,0.09752108003466448,Percentile
15,3,Kelly Monaco,0.10095294149563877,Percentile
15,3,Apolo Anton Ohno,0.0992364808275929,Percentile
15,3,Emmitt Smith,0.09585792110931451,Percentile
15,3,Shawn Johnson,0.09832869074686902,Percentile
15,3,Helio Castroneves,0.014466336027800408,Percentile
15,3,Drew Lachey,0.0986695568320174,Percentile
15,3,Bristol Palin,0.10259146696953049,Percentile
15,3,Melissa Rycroft,0.0989692876529168,Percentile
15,4,Gilles Marini,0.11943938658924863,Percentile
15,4,Sabrina Bryan,0.1213054928364944,Percentile
15,4,Kirstie Alley,0.12381420559235681,Percentile
15,4,Kelly Monaco,0.12481367033554942,Percentile
15,4,Apolo Anton Ohno,0.11909886513234365,Percentile
15,4,Emmitt Smith,0.12233807170244117,Percentile
15,4,Shawn Johnson,0.1235200044541012,Percentile
15,4,Bristol Palin,0.02595156539519875,Percentile
15,4,Melissa Rycroft,0.11971873796226569,Percentile
15,5,Gilles Marini,0.1287611623862505,Percentile
15,5,Sabrina Bryan,0.12800571971897132,Percentile
15,5,Kirstie Alley,0.11888234119710285,Percentile
15,5,Kelly Monaco,0.12472554794215829,Percentile
15,5,Apolo Anton Ohno,0.12439012308215187,Percentile
15,5,Emmitt Smith,0.12302131166678479,Percentile
15,5,Shawn Johnson,0.12487495035986017,Percentile
15,5,Melissa Rycroft,0.12733884364672035,Percentile
15,6,Gilles Marini,0.1383146119524825,Percentile
15,6,Sabrina Bryan,0.02701751627274988,Percentile
15,6,Kirstie Alley,0.14117598282452187,Percentile
15,6,Kelly Monaco,0.1427199516070471,Percentile
