season,week,actual_elim,rank_pred,pct_pred,var_rank_judge,var_rank_fan,var_pct_judge,var_pct_fan,rank_obeys_fan,pct_obeys_fan,rank_correct,pct_correct
21,3,,Gary Busey,Paula Deen,9.41,8.25,0.00023488309594195113,5.5678945761256634e-05,True,False,False,False
21,4,Gary Busey,Gary Busey,Gary Busey,9.760000000000002,8.25,0.00027362826773915543,0.0003142634057859624,True,True,True,True
21,5,,Alek Skarlatos,Alek Skarlatos,6.098765432098765,6.666666666666667,0.0002480009691114793,8.290351641416245e-05,True,True,False,False
21,6,Paula Deen,Paula Deen,Paula Deen,8.024691358024691,6.666666666666667,0.00031705670564221054,0.000322652385167572,True,True,True,True
21,7,Hayes Grier,Alek Skarlatos,Hayes Grier,5.75,5.25,1.119704756249872e-05,0.0006663354308863845,False,True,False,True
21,8,Andy Grammer,Andy Grammer,Andy Grammer,4.122448979591836,4.0,0.00019521638387306675,0.0008119401757515832,True,True,True,True
21,9,Alexa PenaVega,Carlos PenaVega,Alexa PenaVega,3.555555555555556,2.9166666666666665,0.00015834008267559326,0.0017193881144757829,False,True,False,True
21,10,,Alek Skarlatos,Alek Skarlatos,1.6875,1.25,0.00027038936067937797,0.0006674828491615469,True,True,False,False
21,11,Carlos PenaVega,Alek Skarlatos,Carlos PenaVega,1.6875,1.25,5.386931005387666e-05,0.003959992215368347,False,True,False,True
22,1,,Geraldo Rivera,Geraldo Rivera,14.555555555555552,11.916666666666666,0.00017840505142219603,6.210995883169752e-05,True,True,False,False
22,2,Geraldo Rivera,Geraldo Rivera,Geraldo Rivera,12.520833333333334,11.916666666666666,0.00016258897507102053,0.00017759058363103915,True,True,True,True
22,3,Mischa Barton,Mischa Barton,Mischa Barton,8.611570247933885,10.0,6.915375955885199e-05,0.0002394734659240314,True,True,True,True
22,4,Marla Maples,Doug Flutie,Marla Maples,9.16,8.25,0.00015615019506490702,0.0002825773138145195,False,True,False,True
22,5,,Antonio Brown,Antonio Brown,6.098765432098765,6.666666666666667,0.00014586104693225054,7.788021221342939e-05,False,False,False,False
22,6,Doug Flutie,Doug Flutie,Doug Flutie,5.3580246913580245,6.666666666666667,0.00010254324006450638,0.0003805772766016494,True,True,True,True
22,7,Kim Fields,Kim Fields,Kim Fields,4.9375,5.25,1.774172416804956e-05,0.0005954418242916649,True,True,True,True
22,8,Jodie Sweetin,Wanya Morris,Jodie Sweetin,3.555555555555556,2.9166666666666665,0.00010990122505825722,0.0013717175884110269,False,True,False,True
22,9,Antonio Brown,Antonio Brown,Antonio Brown,2.0,2.0,4.176328473090602e-05,0.0017931561951310647,True,True,True,True
22,10,,Ginger Zee,Ginger Zee,0.6666666666666666,0.6666666666666666,3.915030436567697e-05,6.070688136308582e-05,True,True,False,False
23,1,,Rick Perry,Rick Perry,14.248520710059173,14.0,8.834987855966873e-05,9.773014900550273e-05,True,True,False,False
23,2,Jake T. Austin,Rick Perry,Jake T. Austin,12.236686390532546,14.0,7.01058120201477e-05,0.0002082052870014528,False,True,False,True
23,3,Rick Perry,Rick Perry,Rick Perry,9.909722222222223,11.916666666666666,7.961867192636425e-05,0.00023187928824065424,True,True,True,True
23,4,Babyface,Babyface,Babyface,9.685950413223141,10.0,0.00013903310844182103,0.0003129429878613448,True,True,True,True
23,5,,Calvin Johnson Jr.,Calvin Johnson Jr.,3.728395061728395,6.666666666666667,5.507713132161778e-05,0.00016019259628251563,True,True,False,False
23,6,Amber Rose,Amber Rose,Amber Rose,6.395061728395061,6.666666666666667,0.00017544732764655736,0.00031055327298824755,True,True,True,True
23,7,Maureen McCormick,Maureen McCormick,Maureen McCormick,5.609375,5.25,3.823892213793766e-05,0.000578588385414488,True,True,True,True
23,8,Ryan Lochte,Ryan Lochte,Ryan Lochte,4.122448979591836,4.0,0.00043643298363019254,0.0007374810559078974,True,True,True,True
23,9,Marilu Henner,Marilu Henner,Marilu Henner,2.8055555555555554,2.9166666666666665,5.4446147908081975e-05,0.0011767484138232927,True,True,True,True
23,10,Terra Jole,Calvin Johnson Jr.,Terra Jole,2.56,2.0,2.6092324896038316e-05,0.0023019424159842344,False,True,False,True
23,11,Jana Kramer,Jana Kramer,Jana Kramer,1.25,1.25,9.858852400143592e-05,0.002002268250293591,True,True,True,True
24,1,,Chris Kattan,Chris Kattan,12.972222222222223,11.916666666666666,0.00021167443923024814,7.841528762402064e-05,True,True,False,False
24,2,Chris Kattan,Chris Kattan,Chris Kattan,11.5,11.916666666666666,9.501619406437966e-05,0.00018391009632190132,True,True,True,True
24,3,Charo,Charo,Charo,8.066115702479339,10.0,0.00014892274632534368,0.0002075312116249533,True,True,True,True
24,4,Mr. T,Mr. T,Mr. T,7.610000000000001,8.25,9.070721517558058e-05,0.0002880438510789626,True,True,True,True
24,5,Erika Jayne,Erika Jayne,Erika Jayne,6.395061728395061,6.666666666666667,0.00011248119079374854,0.00039459442635343873,True,True,True,True
24,6,Heather Morris,Nick Viall,Heather Morris,5.25,5.25,7.060951341192075e-05,0.0006822353870946338,False,True,False,True
24,7,Nancy Kerrigan,Nancy Kerrigan,Nancy Kerrigan,4.408163265306123,4.0,0.00022063223889752759,0.0007769626345191998,True,True,True,True
24,8,Bonner Bolton,Bonner Bolton,Bonner Bolton,2.0,2.0,0.00045779591300564026,0.0013239648820181945,True,True,True,True
24,9,Simone Biles,Normani,Simone Biles,1.25,1.25,0.0001436406016839307,0.003198110823725329,False,True,False,True
24,10,,David Ross,David Ross,0.6666666666666666,0.6666666666666666,0.00016891247854189804,4.444593805726574e-06,True,True,False,False
25,1,,Barbara Corcoran,Barbara Corcoran,14.54437869822485,14.0,0.0001011037609459583,6.856205984687728e-05,True,True,False,False
25,2,Barbara Corcoran,Barbara Corcoran,Barbara Corcoran,13.928994082840235,14.0,6.0395930326827606e-05,0.00018212298239849773,True,True,True,True
25,3,,Sasha Pieterse,Sasha Pieterse,6.7272727272727275,10.0,7.579274210922594e-05,6.589560780829047e-05,False,False,False,False
25,4,Derek Fisher,Derek Fisher,Derek Fisher,8.595041322314051,10.0,4.771356914264456e-05,0.0002941275870049378,True,True,True,True
25,5,Sasha Pieterse,Sasha Pieterse,Sasha Pieterse,7.5600000000000005,8.25,8.352784016676205e-05,0.00036491901174420886,True,True,True,True
25,6,Nick Lachey,Nick Lachey,Nick Lachey,6.395061728395062,6.666666666666667,0.0002088465499973894,0.00036172396503852315,True,True,True,True
25,7,Nikki Bella,Nikki Bella,Nikki Bella,5.6875,5.25,8.349107625743639e-05,0.0005360483657426171,True,True,True,True
25,8,Terrell Owens,Drew Scott,Terrell Owens,2.9166666666666665,2.9166666666666665,0.0001885517073995061,0.001389847955762089,False,True,False,True
25,9,Victoria Arlen,Drew Scott,Victoria Arlen,2.0,2.0,0.0002030178326474622,0.002302958904596521,False,True,False,True
25,10,Drew Scott,Drew Scott,Drew Scott,1.6875,1.25,4.3183365412135686e-05,0.0028444054760565435,True,True,True,True
26,1,Jamie Anderson,Jamie Anderson,Jamie Anderson,9.36,8.25,0.00012698412698412698,0.0006972323280809661,True,True,True,True
26,2,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,5.359375,5.25,8.947287972748707e-05,0.0007987908381436209,True,True,True,True
26,3,Jennie Finch Daigle,Jennie Finch Daigle,Jennie Finch Daigle,2.888888888888889,2.9166666666666665,0.0003175779719433276,0.001554560923113506,True,True,True,True
26,4,,Tonya Harding,Josh Norman,0.6666666666666666,0.6666666666666666,2.2799037880601433e-05,0.0035440583139958247,False,False,False,False
27,1,Nikki Glaser,Nikki Glaser,Nikki Glaser,14.236686390532544,14.0,9.295468970741795e-05,0.00019437585859691435,True,True,True,True
27,2,Danelle Umstead,Danelle Umstead,Danelle Umstead,14.1875,11.916666666666666,0.00011301173936432113,0.00022101446625575523,True,True,True,True
27,3,Nancy McKeon,Joe Amabile,Nancy McKeon,11.68595041322314,10.0,0.0001442660274548828,0.00027416700842898594,False,True,False,True
27,4,Tinashe,Juan Pablo Di Pace,Tinashe,8.809999999999999,8.25,0.0002556480380499405,0.000500405201183777,False,True,False,True
27,5,,Joe Amabile,Joe Amabile,7.061728395061729,6.666666666666667,0.0002660317975633291,0.00013261061893617105,True,True,False,False
27,6,Mary Lou Retton,Mary Lou Retton,Mary Lou Retton,6.8395061728395055,6.666666666666667,0.00026319996063771606,0.0004736760460963559,True,True,True,True
27,7,John Schneider,John Schneider,John Schneider,4.734375,5.25,6.333399392257898e-05,0.0006426192091443655,True,True,True,True
27,8,Juan Pablo Di Pace,Milo Manheim,Juan Pablo Di Pace,3.2222222222222228,2.9166666666666665,0.00034292229809378084,0.0017789546641636702,False,True,False,True
27,9,,Bobby Bones,Bobby Bones,1.6875,1.25,0.00011595547309833005,9.572082142762382e-05,False,False,False,False
28,1,,Lamar Odom,Lamar Odom,11.354166666666666,11.916666666666666,0.00020810608077736833,9.54158104477875e-05,False,False,False,False
28,2,Mary Wilson,Mary Wilson,Mary Wilson,12.409722222222223,11.916666666666666,0.0002019870311294593,0.00021263218910841074,True,True,True,True
28,3,,Lamar Odom,Lamar Odom,9.16,8.25,0.0003968982756861545,0.00011413762717179461,False,False,False,False
28,4,Lamar Odom,Lamar Odom,Lamar Odom,11.56,8.25,0.00023841859061415416,0.00017613497772846852,True,True,True,True
28,5,,Karamo Brown,Karamo Brown,7.061728395061729,6.666666666666667,0.00012712911216606913,0.00011183917851083467,True,True,False,False
28,6,Sailor Brinkley-Cook,Sean Spicer,Sailor Brinkley-Cook,8.246913580246915,6.666666666666667,6.412229403919153e-05,0.0009791200296708823,False,True,False,True
28,7,Karamo Brown,Karamo Brown,Karamo Brown,7.109375,5.25,9.190275463189892e-05,0.0004008033922301313,True,True,True,True
28,8,Kate Flannery,Sean Spicer,Kate Flannery,4.0,4.0,0.0004437770499497762,0.0005331785435518774,False,True,False,True
28,9,Sean Spicer,Sean Spicer,Sean Spicer,2.9166666666666665,2.9166666666666665,0.0004979230045220419,0.00034344914783987127,True,True,True,True
28,10,James Van Der Beek,James Van Der Beek,James Van Der Beek,1.7600000000000002,2.0,0.00010049586776859504,0.0001683094468793071,True,True,True,True
28,11,,Kel Mitchell,Kel Mitchell,1.25,1.25,2.2828548469574037e-05,0.00029849968260036526,True,True,False,False
29,1,,Charles Oakley,Charles Oakley,20.16,18.666666666666668,0.00013346482577251807,5.508429873865551e-05,True,True,False,False
29,2,Charles Oakley,Charles Oakley,Charles Oakley,16.826666666666664,18.666666666666668,5.760621145236533e-05,8.979129707313879e-05,True,True,True,True
29,3,Carole Baskin,Carole Baskin,Carole Baskin,17.49489795918367,16.25,0.00013834005886140122,7.822062394022531e-05,True,True,True,True
29,4,Anne Heche,Anne Heche,Anne Heche,12.059171597633137,14.0,4.38883826993824e-05,0.00012915009784916914,True,True,True,True
29,5,Jesse Metcalfe,Jesse Metcalfe,Jesse Metcalfe,10.583333333333334,11.916666666666666,0.0001020981464170043,0.00012546816729468012,True,True,True,True
29,6,Veron Davis,Veron Davis,Veron Davis,13.504132231404958,10.0,0.00011207377446061906,0.00016860841114658205,True,True,True,True
29,7,Monica Aldama,Monica Aldama,Monica Aldama,9.29,8.25,5.9171597633136094e-05,0.00020199342285177842,True,True,True,True
29,8,Chrishell Stause,Chrishell Stause,Chrishell Stause,5.6875,5.25,6.974854709095857e-05,0.000424029882682269,True,True,True,True
29,9,AJ McLean,AJ McLean,AJ McLean,4.775510204081633,4.0,0.00014464477562991292,0.0005054971274177466,True,True,True,True
29,10,Skai Jackson,Skai Jackson,Skai Jackson,3.138888888888889,2.9166666666666665,1.92671863302066e-05,0.0006103275204800415,True,True,True,True
29,11,,Nev Schulman,Nev Schulman,1.6875,1.25,3.0043262297708757e-05,0.0005416631371640633,True,True,False,False
30,1,,Martin Kove,Martin Kove,17.706666666666663,18.666666666666668,0.00010331750724118371,0.00014375085946892997,True,True,False,False
30,2,Martin Kove,Martin Kove,Martin Kove,18.24,18.666666666666668,0.00010854369295927738,0.00018221585863843949,True,True,True,True
30,3,Christine Chiu,Christine Chiu,Christine Chiu,17.265306122448976,16.25,4.0906412562772917e-05,0.0002822944501134687,True,True,True,True
30,4,Brian Austin Green,Brian Austin Green,Brian Austin Green,14.946745562130177,14.0,4.9290098379769647e-05,0.00016537919390616004,True,True,True,True
30,5,Melanie C,Iman Shumpert,Melanie C,11.090909090909092,10.0,6.99182753492081e-05,0.00042054082199605104,False,True,False,True
30,6,Kenya Moore,Kenya Moore,Kenya Moore,8.29,8.25,4.709576138147566e-05,0.00029031142885548044,True,True,True,True
30,7,"Mike ""The Miz"" Mizanin","Mike ""The Miz"" Mizanin","Mike ""The Miz"" Mizanin",5.580246913580247,6.666666666666667,8.312888822385785e-05,0.0003613770476490847,True,True,True,True
30,8,Jimmie Allen,Jimmie Allen,Jimmie Allen,7.109375,5.25,0.00013703828638893562,0.0004196619185152301,True,True,True,True
30,9,Melora Hardin,Melora Hardin,Melora Hardin,2.8888888888888893,2.9166666666666665,5.329748261849444e-05,0.0008929113466054573,True,True,True,True
30,10,,Cody Rigsby,Cody Rigsby,1.6875,1.25,2.7891598036431487e-05,0.0014382469223210323,True,True,False,False
31,1,Jason Lewis,Jason Lewis,Jason Lewis,20.93359375,21.25,0.00012924107754721636,0.00010025390300337222,True,True,True,True
31,2,Teresa Giudice,Cheryl Ladd,Teresa Giudice,21.182222222222222,18.666666666666668,6.037850462395658e-05,8.114692169526728e-05,False,True,False,True
31,3,Cheryl Ladd,Cheryl Ladd,Cheryl Ladd,18.596938775510207,16.25,6.700769699477546e-05,8.503703538983292e-05,True,True,True,True
31,4,Sam Champion,Sam Champion,Sam Champion,15.479289940828405,14.0,7.011887119881445e-05,0.00010014661415619579,True,True,True,True
31,5,Joseph Baena,Vinny Guadagnino,Joseph Baena,12.388888888888888,11.916666666666666,5.2639439363301494e-05,0.00011507546314899358,False,True,False,True
31,6,Jessie James Decker,Jessie James Decker,Jessie James Decker,7.360000000000001,8.25,7.603444654484353e-05,0.00011969537551569315,True,True,True,True
31,7,Jordin Sparks,Jordin Sparks,Jordin Sparks,7.5061728395061715,6.666666666666667,4.824067060824405e-05,0.00015369306498558624,True,True,True,True
31,8,Heidi D'Amelio,Heidi D'Amelio,Heidi D'Amelio,5.6875,5.25,0.00025039048237251007,0.000342062581643778,True,True,True,True
31,9,Trevor Donovan,Trevor Donovan,Trevor Donovan,3.472222222222222,2.9166666666666665,0.00015266299357208444,0.0001296988232817667,True,True,True,True
31,10,,Shangela,Shangela,1.0,1.25,4.1091387245233286e-05,4.988209956536943e-05,True,True,False,False
32,1,Matt Walsh,Matt Walsh,Matt Walsh,14.494897959183675,16.25,0.00021350531554613188,0.00011752885708335704,True,True,True,True
32,2,Jamie Lynn Spears,Mauricio Umansky,Jamie Lynn Spears,13.325443786982246,14.0,0.0002183261052419576,0.0001480104693648587,False,True,False,True
32,3,Tyson Beckford,Tyson Beckford,Tyson Beckford,12.854166666666666,11.916666666666666,0.00020840854944987065,0.00014517304056935483,True,True,True,True
32,4,Adrian Peterson,Adrian Peterson,Adrian Peterson,8.975206611570249,10.0,0.0001351584022038568,0.0002431317642853585,True,True,True,True
32,5,Mira Sorvino,Mira Sorvino,Mira Sorvino,8.96,8.25,0.00015625000000000008,0.0001340872698874511,True,True,True,True
32,6,Mauricio Umansky,Mauricio Umansky,Mauricio Umansky,6.666666666666667,6.666666666666667,0.0001859877186189185,0.0002984277848373697,True,True,True,True
32,7,Lele Pons,Lele Pons,Lele Pons,5.9375,5.25,4.244001810774103e-05,0.0006449570590102098,True,True,True,True
32,8,Barry Williams,Harry Jowsey,Barry Williams,4.0,4.0,0.0003009780831203266,0.00029771105424371074,False,True,False,True
32,9,Harry Jowsey,Harry Jowsey,Harry Jowsey,2.9166666666666665,2.9166666666666665,0.00043281032101899817,0.0003374023084861889,True,True,True,True
32,10,,Alyson Hannigan,Alyson Hannigan,2.0,2.0,0.00012311480455524772,9.787832238671613e-05,False,False,False,False
32,11,,Alyson Hannigan,Alyson Hannigan,2.24,2.0,8.219081021716796e-05,9.324193160663999e-05,False,False,False,False
33,1,,Reginald VelJohnson,Reginald VelJohnson,13.621301775147925,14.0,8.321596939669685e-05,3.8288507354306784e-05,True,True,False,False
33,2,Tori Spelling,Reginald VelJohnson,Tori Spelling,14.85207100591716,14.0,0.0001059619980450367,0.00014257449637180986,False,True,False,True
33,3,Eric Roberts,Eric Roberts,Eric Roberts,10.148760330578511,10.0,0.00016937719209637406,0.00014257839756430578,True,True,True,True
33,4,Brooks Nader,Dwight Howard ,Brooks Nader,4.839506172839506,6.666666666666667,4.884795944076799e-05,0.00035077053957642003,False,True,False,True
33,5,Phaedra Parks,Phaedra Parks,Phaedra Parks,3.609375,5.25,2.75708263895697e-05,0.00033444536150272993,True,True,True,True
33,6,Jenn Tran,Jenn Tran,Jenn Tran,4.244897959183674,4.0,0.00017409169342164223,0.0008087558857661067,True,True,True,True
33,7,Dwight Howard ,Dwight Howard ,Dwight Howard ,2.9166666666666665,2.9166666666666665,0.00013563368055555564,0.0003489053317605815,True,True,True,True
33,8,,Stephen Nedoroscik,Stephen Nedoroscik,2.56,2.0,5.612244897959191e-05,0.00015030237741949377,True,True,False,False
33,9,,Danny Amendola,Joey Graziadei,2.16,2.0,2.550749282601759e-05,9.140687015042033e-05,False,True,False,False
34,1,,Corey Feldman,Corey Feldman,13.943877551020407,16.25,0.00015099734123274534,7.94112202148223e-05,False,False,False,False
34,2,Corey Feldman,Corey Feldman,Corey Feldman,20.53061224489796,16.25,6.4432377163898e-05,9.194938995006979e-05,True,True,True,True
34,3,Lauren Jauregui,Lauren Jauregui,Lauren Jauregui,12.076388888888891,11.916666666666666,6.171764733590047e-05,0.00013969614312192753,True,True,True,True
34,4,Hilaria Baldwin,Hilaria Baldwin,Hilaria Baldwin,10.776859504132231,10.0,5.724279976952381e-05,0.00032414418208439845,True,True,True,True
34,5,,Andy Richter,Andy Richter,7.959999999999999,8.25,0.00012258979881391051,0.00011314681455921449,True,True,False,False
34,6,Scott Hoying,Andy Richter,Scott Hoying,9.4,8.25,0.00013494809688581312,0.00019181079193148883,False,True,False,True
34,7,Jen Affleck,Andy Richter,Jen Affleck,6.765432098765432,6.666666666666667,0.0001823447292068765,0.0002991286269842421,False,True,False,True
34,8,Danielle Fishel,Danielle Fishel,Danielle Fishel,5.234375,5.25,2.74590975470904e-05,0.00018257398197417602,True,True,True,True
34,9,Andy Richter,Andy Richter,Andy Richter,5.6734693877551035,4.0,0.0002659500013997368,0.00036964030351853443,True,True,True,True
34,10,Whitney Leavitt,Whitney Leavitt,Whitney Leavitt,2.8055555555555554,2.9166666666666665,1.3145243675259885e-05,0.0012888242580165199,True,True,True,True
34,11,,Elaine Hendrix,Elaine Hendrix,2.16,2.0,5.301543537160498e-06,0.00020299814359707805,False,False,False,False
