celebrity_name,season,avg_score,score_std,weeks_survived,final_placement,top_3,age,industry,us_born
Kate Flannery,28,7.479991999999999,1.2259340712844229,8,7,False,55,Actor/Actress,True
James Van Der Beek,28,8.296868750000002,1.1958531594737867,10,5,False,42,Actor/Actress,True
Kel Mitchell,28,8.299994285714286,1.431941605741331,11,2,True,41,Actor/Actress,True
Ray Lewis,28,5.0,0.0,2,11,False,44,Athlete,True
Lamar Odom,28,4.230769230769231,0.9730085108210398,4,10,False,39,Athlete,True
Sailor Brinkley-Cook,28,7.421052631578948,1.0913916501751433,6,9,False,21,Model,True
Sean Spicer,28,5.862068965517241,0.999107806513822,9,6,False,48,Politician,True
Mary Wilson,28,5.333333333333333,0.4714045207910317,2,12,False,75,Singer/Rapper,True
Lauren Alaina,28,8.014285714285714,1.09860765312745,11,4,False,24,Singer/Rapper,True
Ally Brooke,28,8.585714285714285,1.4466005188802091,11,3,True,26,Singer/Rapper,True
Karamo Brown,28,6.840909090909091,1.1420313205819193,7,8,False,38,TV Personality,True
Hannah Brown,28,8.414280000000002,1.0588685273306733,11,1,True,24,TV Personality,True
Anne Heche,29,6.0,0.7071067811865476,4,13,False,51,Actor/Actress,True
Jesse Metcalfe,29,6.533333333333333,0.498887651569859,5,12,False,41,Actor/Actress,True
Chrishell Stause,29,7.125,1.4807796369930717,8,8,False,39,Actor/Actress,True
Skai Jackson,29,7.849986666666665,1.6439161916458989,10,5,False,18,Actor/Actress,True
Justina Machado,29,8.363624242424242,1.178113385249151,11,4,False,48,Actor/Actress,True
Charles Oakley,29,4.5,0.5,2,15,False,56,Athlete,True
Veron Davis,29,6.722222222222222,0.7307192465536614,6,11,False,36,Athlete,True
Johnny Weir,29,8.35,1.472809107341025,10,6,False,36,Athlete,True
Nev Schulman,29,8.787872727272728,1.216653798339435,11,2,True,35,Producer,True
AJ McLean,29,7.8148074074074065,1.0899178813531223,9,7,False,42,Singer/Rapper,True
Nelly,29,7.651515151515151,1.3511210187641185,11,3,True,45,Singer/Rapper,True
Kaitlyn Bristowe,29,8.666666666666666,1.1720654306553768,11,1,True,35,TV Personality,False
Carole Baskin,29,4.333333333333333,0.9428090415820634,3,14,False,59,TV Personality,True
Monica Aldama,29,7.380952380952381,1.2526615655205626,7,10,False,48,TV Personality,True
Jeannie Mai,29,7.285714285714286,0.982846068597633,7,9,False,41,TV Personality,True
Martin Kove,30,3.5,0.5,2,15,False,75,Actor/Actress,True
Brian Austin Green,30,6.133333333333334,0.46427960923947065,4,13,False,48,Actor/Actress,True
Melora Hardin,30,8.528571428571428,1.2869835005205952,9,6,False,54,Actor/Actress,True
Matt James,30,6.3,0.7483314773547882,4,12,False,29,Athlete,True
"Mike ""The Miz"" Mizanin",30,7.5,0.9813067629253163,7,9,False,40,Athlete,True
Suni Lee,30,8.471428571428572,1.1676769192525396,9,5,False,18,Athlete,True
Iman Shumpert,30,7.9743589743589745,1.6792424953879936,10,1,True,31,Athlete,True
Cody Rigsby,30,7.961538461538462,1.4159558490537154,10,3,True,34,Fitness Instructor,True
Melanie C,30,7.7894736842105265,0.8783325930672966,5,11,False,47,Singer/Rapper,False
Jimmie Allen,30,7.854838709677419,1.4266673798384506,8,7,False,36,Singer/Rapper,True
Olivia Jade,30,8.419354838709678,1.362497553673734,8,8,False,21,Social Media Personality,True
JoJo Siwa,30,9.205128205128204,1.1077694654988695,10,2,True,18,Social Media Personality,True
Christine Chiu,30,6.363636363636363,0.4810456929208347,3,14,False,38,TV Personality,False
Kenya Moore,30,7.326086956521739,1.0384844271735816,6,10,False,50,TV Personality,True
Amanda Kloots,30,8.961538461538462,1.0794384543482958,10,4,False,39,TV Personality,True
Jason Lewis,31,4.5,0.5,1,16,False,51,Actor/Actress,True
Cheryl Ladd,31,5.5,0.5,3,14,False,71,Actor/Actress,True
Selma Blair,31,7.8,1.16619037896906,5,12,False,50,Actor/Actress,True
Joseph Baena,31,6.95,1.1056672193747992,5,11,False,24,Actor/Actress,True
Trevor Donovan,31,7.958333333333333,1.4571423708371427,9,6,False,39,Actor/Actress,True
Daniel Durant,31,8.152777777777779,1.013413130386372,9,5,False,32,Actor/Actress,True
Wayne Brady,31,9.0625,1.132268188195712,10,3,True,50,Comedian,True
Sam Champion,31,6.0,0.7071067811865476,4,13,False,61,News Anchor,True
Jessie James Decker,31,7.083333333333333,1.3543269135954172,6,10,False,34,Singer/Rapper,False
Jordin Sparks,31,7.857142857142857,1.013146996607449,7,9,False,32,Singer/Rapper,True
Heidi D'Amelio,31,8.21875,1.1511712785246164,8,8,False,50,Social Media Personality,True
Charli D'Amelio,31,9.475,1.071360116860806,10,1,True,18,Social Media Personality,True
Teresa Giudice,31,5.375,0.4841229182759271,2,15,False,50,TV Personality,True
Vinny Guadagnino,31,6.734375,1.1758266706343243,8,7,False,34,TV Personality,True
Shangela,31,8.6375,1.1591349144944258,10,4,False,40,TV Personality,True
Gabby Windey,31,9.0625,1.0288798520721456,10,2,True,31,TV Personality,True
Jamie Lynn Spears,32,5.166666666666667,0.37267799624996495,2,13,False,32,Actor/Actress,True
Mira Sorvino,32,6.5,0.7071067811865476,5,10,False,55,Actor/Actress,True
Barry Williams,32,7.053571428571429,1.364991403127597,8,7,False,68,Actor/Actress,True
Alyson Hannigan,32,7.394736842105263,1.4471291668281596,11,5,False,49,Actor/Actress,True
Xochitl Gomez,32,9.18421052631579,1.2691742686092102,11,1,True,17,Actor/Actress,True
Adrian Peterson,32,5.846153846153846,0.7692307692307693,4,11,False,38,Athlete,True
Matt Walsh,32,4.0,0.0,1,14,False,58,Comedian,True
Tyson Beckford,32,5.0,0.7745966692414834,3,12,False,52,Model,True
Jason Mraz,32,8.93421052631579,1.0586178466058251,11,2,True,46,Singer/Rapper,True
Lele Pons,32,7.770833333333333,1.154512583541451,7,8,False,27,Social Media Personality,False
Harry Jowsey,32,6.53125,1.2147369828485506,9,6,False,26,TV Personality,False
Mauricio Umansky,32,6.3,1.584297951775486,6,9,False,53,TV Personality,False
Charity Lawson,32,8.868421052631579,1.0110196164367657,11,4,False,27,TV Personality,True
Ariana Madix,32,8.93421052631579,1.239009858460731,11,3,True,38,TV Personality,True
Tori Spelling,33,6.0,0.5773502691896257,2,12,False,51,Actor/Actress,True
Eric Roberts,33,5.3,0.6403124237432849,3,10,False,68,Actor/Actress,True
Reginald VelJohnson,33,5.2,0.6,3,10,False,74,Actor/Actress,True
Chandler Kinney,33,9.017241379310345,1.0211788203421273,9,3,True,24,Actor/Actress,True
Dwight Howard ,33,7.739130434782608,1.1783330637276221,7,6,False,38,Athlete,True
Danny Amendola,33,8.310344827586206,0.9774508815902322,9,5,False,39,Athlete,True
Stephen Nedoroscik,33,8.344827586206897,0.929436687720245,9,4,False,26,Athlete,True
Ilona Maher,33,8.0,1.1141720290623112,9,2,True,28,Athlete,True
Anna Delvey,33,5.833333333333333,0.37267799624996495,2,12,False,33,Con artist,False
Brooks Nader,33,7.178571428571429,0.8151937293223804,4,9,False,27,Model,True
Phaedra Parks,33,7.294117647058823,0.7287948054919923,5,8,False,51,TV Personality,True
Jenn Tran,33,7.875,1.3497684986693088,6,7,False,26,TV Personality,True
Joey Graziadei,33,8.89655172413793,1.0937070018726693,9,1,True,29,TV Personality,True
Corey Feldman,34,4.8,0.39999999999999997,2,13,False,54,Actor/Actress,True
Danielle Fishel,34,7.777777777777778,1.1889408088351499,8,8,False,44,Actor/Actress,True
Elaine Hendrix,34,8.297291891891893,1.0912739310718282,11,5,False,55,Actor/Actress,True
Baron Davis,34,5.6,0.48989794855663565,2,13,False,46,Athlete,True
Jordan Chiles,34,8.788286486486488,1.305248437812503,11,3,True,24,Athlete,True
Andy Richter,34,6.580645161290323,1.1259173621307892,9,7,False,59,Comedian,True
Robert Irwin,34,8.977475675675676,1.2239235070174725,11,1,True,22,Conservationist,False
Hilaria Baldwin,34,7.2727272727272725,0.44536177141512334,4,11,False,41,Entrepreneur,True
Lauren Jauregui,34,6.5,0.5,3,12,False,29,Singer/Rapper,True
Scott Hoying,34,6.7894736842105265,0.8321783316232577,6,10,False,34,Singer/Rapper,True
Alix Earle,34,8.95945945945946,1.2647955628970369,11,2,True,24,Social media personality,True
Jen Affleck,34,7.434782608695652,0.8508863387296055,7,9,False,26,TV Personality,True
Whitney Leavitt,34,9.132352941176471,1.1931718943849512,10,6,False,32,TV Personality,True
Dylan Efron,34,8.617113513513514,1.4138736787800792,11,4,False,33,TV Personality,True
