celebrity_name,season,week,weekly_total,weekly_avg,judges_count,alive,eliminated_this_week,weekly_rank,score_percentile,age_group,us_born,week_progress,popularity_ratio
Ty Murray,8,2,20.0,6.666666666666667,3,True,False,6.0,53.84615384615385,30-39,True,0.1818181818181818,0.018
Ty Murray,8,3,23.0,7.666666666666667,3,True,False,6.0,54.16666666666666,30-39,True,0.2727272727272727,0.018
Ty Murray,8,4,25.0,8.333333333333334,3,True,False,4.0,68.18181818181817,30-39,True,0.3636363636363636,0.018
Ty Murray,8,5,21.0,7.0,3,True,False,7.0,33.33333333333333,30-39,True,0.4545454545454545,0.018
Ty Murray,8,6,18.0,6.0,3,True,False,7.0,25.0,30-39,True,0.5454545454545454,0.018
Ty Murray,8,7,24.0,8.0,3,True,False,6.0,28.57142857142857,30-39,True,0.6363636363636364,0.018
Ty Murray,8,8,26.0,8.666666666666666,3,True,False,3.0,58.333333333333336,30-39,True,0.7272727272727273,0.018
Ty Murray,8,9,23.0,7.666666666666667,3,True,False,5.0,20.0,30-39,True,0.8181818181818182,0.018
Ty Murray,8,10,24.0,8.0,3,True,True,4.0,25.0,30-39,True,0.9090909090909092,0.018
Shawn Johnson,8,1,23.0,7.666666666666667,3,True,False,2.0,88.46153846153845,<30,True,0.0909090909090909,0.1633333333333333
Shawn Johnson,8,2,24.0,8.0,3,True,False,3.0,84.61538461538461,<30,True,0.1818181818181818,0.1633333333333333
Shawn Johnson,8,3,27.0,9.0,3,True,False,1.0,91.66666666666666,<30,True,0.2727272727272727,0.1633333333333333
Shawn Johnson,8,4,25.0,8.333333333333334,3,True,False,4.0,68.18181818181817,<30,True,0.3636363636363636,0.1633333333333333
Shawn Johnson,8,5,26.0,8.666666666666666,3,True,False,2.0,83.33333333333334,<30,True,0.4545454545454545,0.1633333333333333
Shawn Johnson,8,6,26.0,8.666666666666666,3,True,False,3.0,68.75,<30,True,0.5454545454545454,0.1633333333333333
Shawn Johnson,8,7,28.0,9.333333333333334,3,True,False,2.0,85.71428571428571,<30,True,0.6363636363636364,0.1633333333333333
Shawn Johnson,8,8,26.0,8.666666666666666,3,True,False,3.0,58.333333333333336,<30,True,0.7272727272727273,0.1633333333333333
Shawn Johnson,8,9,28.0,9.333333333333334,3,True,False,2.0,70.0,<30,True,0.8181818181818182,0.1633333333333333
Shawn Johnson,8,10,28.0,9.333333333333334,3,True,False,2.0,75.0,<30,True,0.9090909090909092,0.1633333333333333
Shawn Johnson,8,11,30.0,10.0,3,True,False,1.0,100.0,<30,True,1.0,0.1633333333333333
Steve Wozniak,8,1,13.0,4.333333333333333,3,True,False,13.0,7.6923076923076925,50+,True,0.0909090909090909,0.0312916111850865
Steve Wozniak,8,2,17.0,5.666666666666667,3,True,False,11.0,19.230769230769237,50+,True,0.1818181818181818,0.0312916111850865
Steve Wozniak,8,3,10.0,3.333333333333333,3,True,False,12.0,8.333333333333332,50+,True,0.2727272727272727,0.0312916111850865
Steve Wozniak,8,4,12.0,4.0,3,True,True,11.0,9.090909090909092,50+,True,0.3636363636363636,0.0312916111850865
Belinda Carlisle,8,1,17.0,5.666666666666667,3,True,False,9.0,34.61538461538461,50+,True,0.0909090909090909,0.0166666666666666
Belinda Carlisle,8,2,18.0,6.0,3,True,True,9.0,34.61538461538461,50+,True,0.1818181818181818,0.0166666666666666
Chuck Wicks,8,1,20.0,6.666666666666667,3,True,False,5.0,69.23076923076923,<30,True,0.0909090909090909,0.0366666666666666
Chuck Wicks,8,2,20.0,6.666666666666667,3,True,False,6.0,53.84615384615385,<30,True,0.1818181818181818,0.0366666666666666
Chuck Wicks,8,3,23.0,7.666666666666667,3,True,False,6.0,54.16666666666666,<30,True,0.2727272727272727,0.0366666666666666
Chuck Wicks,8,4,22.0,7.333333333333333,3,True,False,6.0,50.0,<30,True,0.3636363636363636,0.0366666666666666
Chuck Wicks,8,5,23.0,7.666666666666667,3,True,False,5.0,55.55555555555556,<30,True,0.4545454545454545,0.0366666666666666
Chuck Wicks,8,6,23.0,7.666666666666667,3,True,False,5.0,50.0,<30,True,0.5454545454545454,0.0366666666666666
Chuck Wicks,8,7,27.0,9.0,3,True,False,3.0,64.28571428571429,<30,True,0.6363636363636364,0.0366666666666666
Chuck Wicks,8,8,25.5,8.5,3,True,True,5.0,33.33333333333333,<30,True,0.7272727272727273,0.0366666666666666
Lil' Kim,8,1,21.0,7.0,3,True,False,4.0,76.92307692307693,30-39,True,0.0909090909090909,0.1893333333333333
Lil' Kim,8,2,23.0,7.666666666666667,3,True,False,4.0,76.92307692307693,30-39,True,0.1818181818181818,0.1893333333333333
Lil' Kim,8,3,25.0,8.333333333333334,3,True,False,4.0,75.0,30-39,True,0.2727272727272727,0.1893333333333333
Lil' Kim,8,4,27.0,9.0,3,True,False,3.0,81.81818181818183,30-39,True,0.3636363636363636,0.1893333333333333
Lil' Kim,8,5,26.0,8.666666666666666,3,True,False,2.0,83.33333333333334,30-39,True,0.4545454545454545,0.1893333333333333
Lil' Kim,8,6,28.0,9.333333333333334,3,True,False,1.0,100.0,30-39,True,0.5454545454545454,0.1893333333333333
Lil' Kim,8,7,26.0,8.666666666666666,3,True,False,5.0,42.85714285714285,30-39,True,0.6363636363636364,0.1893333333333333
Lil' Kim,8,8,28.0,9.333333333333334,3,True,False,1.0,100.0,30-39,True,0.7272727272727273,0.1893333333333333
Lil' Kim,8,9,26.0,8.666666666666666,3,True,True,4.0,40.0,30-39,True,0.8181818181818182,0.1893333333333333
Steve-O,8,1,17.0,5.666666666666667,3,True,False,9.0,34.61538461538461,30-39,False,0.0909090909090909,0.034
Steve-O,8,2,14.0,4.666666666666667,3,True,False,13.0,7.6923076923076925,30-39,False,0.1818181818181818,0.034
Steve-O,8,3,15.0,5.0,3,True,False,11.0,16.666666666666664,30-39,False,0.2727272727272727,0.034
Steve-O,8,4,15.0,5.0,3,True,False,10.0,18.181818181818183,30-39,False,0.3636363636363636,0.034
Steve-O,8,5,18.0,6.0,3,True,False,9.0,11.11111111111111,30-39,False,0.4545454545454545,0.034
Steve-O,8,6,16.0,5.333333333333333,3,True,True,8.0,12.5,30-39,False,0.5454545454545454,0.034
Holly Madison,8,1,18.0,6.0,3,True,False,7.0,50.0,30-39,True,0.0909090909090909,0.1126666666666666
Holly Madison,8,2,18.0,6.0,3,True,False,9.0,34.61538461538461,30-39,True,0.1818181818181818,0.1126666666666666
Holly Madison,8,3,17.0,5.666666666666667,3,True,False,9.0,33.33333333333333,30-39,True,0.2727272727272727,0.1126666666666666
Holly Madison,8,4,16.0,5.333333333333333,3,True,True,9.0,27.27272727272727,30-39,True,0.3636363636363636,0.1126666666666666
Melissa Rycroft,8,1,23.0,7.666666666666667,3,True,False,2.0,88.46153846153845,<30,True,0.0909090909090909,0.0946666666666666
Melissa Rycroft,8,2,26.0,8.666666666666666,3,True,False,2.0,92.3076923076923,<30,True,0.1818181818181818,0.0946666666666666
Melissa Rycroft,8,3,27.0,9.0,3,True,False,1.0,91.66666666666666,<30,True,0.2727272727272727,0.0946666666666666
Melissa Rycroft,8,4,29.0,9.666666666666666,3,True,False,2.0,90.9090909090909,<30,True,0.3636363636363636,0.0946666666666666
Melissa Rycroft,8,5,25.0,8.333333333333334,3,True,False,4.0,66.66666666666666,<30,True,0.4545454545454545,0.0946666666666666
Melissa Rycroft,8,6,27.0,9.0,3,True,False,2.0,87.5,<30,True,0.5454545454545454,0.0946666666666666
Melissa Rycroft,8,7,29.0,9.666666666666666,3,True,False,1.0,100.0,<30,True,0.6363636363636364,0.0946666666666666
Melissa Rycroft,8,8,23.0,7.666666666666667,3,True,False,6.0,16.666666666666664,<30,True,0.7272727272727273,0.0946666666666666
Melissa Rycroft,8,9,28.5,9.5,3,True,False,1.0,100.0,<30,True,0.8181818181818182,0.0946666666666666
Melissa Rycroft,8,10,27.5,9.166666666666666,3,True,False,3.0,50.0,<30,True,0.9090909090909092,0.0946666666666666
Melissa Rycroft,8,11,28.5,9.5,3,True,False,3.0,33.33333333333333,<30,True,1.0,0.0946666666666666
Ashley Hamiliton,9,1,18.9999,6.3333,3,True,True,15.0,9.375,30-39,True,0.1,0.0005512679162072
Debi Mazar,9,1,22.0,7.333333333333333,3,True,False,10.0,40.625,40-49,True,0.1,0.015986769570011
Debi Mazar,9,2,21.0,7.0,3,True,False,4.0,71.42857142857143,40-49,True,0.2,0.015986769570011
Debi Mazar,9,3,17.0,5.666666666666667,3,True,True,10.0,26.923076923076923,40-49,True,0.3,0.015986769570011
Melissa Joan Hart,9,1,24.0,8.0,3,True,False,9.0,50.0,30-39,True,0.1,0.0402425578831312
Melissa Joan Hart,9,2,19.0,6.333333333333333,3,True,False,9.0,32.142857142857146,30-39,True,0.2,0.0402425578831312
Melissa Joan Hart,9,3,19.0,6.333333333333333,3,True,False,8.0,46.15384615384615,30-39,True,0.3,0.0402425578831312
Melissa Joan Hart,9,4,28.0,9.333333333333334,3,True,False,1.0,95.45454545454544,30-39,True,0.4,0.0402425578831312
Melissa Joan Hart,9,5,23.0,7.666666666666667,3,True,False,7.0,40.0,30-39,True,0.5,0.0402425578831312
Melissa Joan Hart,9,6,23.9999,7.999966666666666,3,True,True,8.0,22.22222222222222,30-39,True,0.6,0.0402425578831312
Mark Dacascos,9,1,28.9998,9.6666,3,True,False,6.0,68.75,40-49,True,0.1,0.0137816979051819
Mark Dacascos,9,2,21.0,7.0,3,True,False,4.0,71.42857142857143,40-49,True,0.2,0.0137816979051819
Mark Dacascos,9,3,18.0,6.0,3,True,False,9.0,38.46153846153847,40-49,True,0.3,0.0137816979051819
Mark Dacascos,9,4,22.0,7.333333333333333,3,True,False,7.0,45.45454545454545,40-49,True,0.4,0.0137816979051819
Mark Dacascos,9,5,26.0,8.666666666666666,3,True,False,3.0,80.0,40-49,True,0.5,0.0137816979051819
Mark Dacascos,9,6,32.0,10.666666666666666,3,True,False,4.0,66.66666666666666,40-49,True,0.6,0.0137816979051819
Mark Dacascos,9,7,21.5,7.166666666666667,3,True,True,7.0,14.285714285714285,40-49,True,0.7,0.0137816979051819
Chuck Liddell,9,1,22.0,7.333333333333333,3,True,False,10.0,40.625,30-39,True,0.1,0.0457552370452039
Chuck Liddell,9,2,19.0,6.333333333333333,3,True,False,9.0,32.142857142857146,30-39,True,0.2,0.0457552370452039
Chuck Liddell,9,3,17.0,5.666666666666667,3,True,False,10.0,26.923076923076923,30-39,True,0.3,0.0457552370452039
Chuck Liddell,9,4,17.0,5.666666666666667,3,True,True,9.0,27.27272727272727,30-39,True,0.4,0.0457552370452039
Natalie Coughlin,9,1,26.9998,8.999933333333333,3,True,False,7.0,59.375,<30,True,0.1,0.0192943770672546
Natalie Coughlin,9,2,21.0,7.0,3,True,False,4.0,71.42857142857143,<30,True,0.2,0.0192943770672546
Natalie Coughlin,9,3,26.0,8.666666666666666,3,True,False,2.0,92.3076923076923,<30,True,0.3,0.0192943770672546
Natalie Coughlin,9,4,24.0,8.0,3,True,False,4.0,68.18181818181817,<30,True,0.4,0.0192943770672546
Natalie Coughlin,9,5,22.0,7.333333333333333,3,True,True,8.0,25.0,<30,True,0.5,0.0192943770672546
Louie Vito,9,1,26.9998,8.999933333333333,3,True,False,7.0,59.375,<30,True,0.1,0.0297684674751929
Louie Vito,9,2,19.0,6.333333333333333,3,True,False,9.0,32.142857142857146,<30,True,0.2,0.0297684674751929
Louie Vito,9,3,20.0,6.666666666666667,3,True,False,6.0,57.692307692307686,<30,True,0.3,0.0297684674751929
Louie Vito,9,4,16.0,5.333333333333333,3,True,False,10.0,13.636363636363637,<30,True,0.4,0.0297684674751929
Louie Vito,9,5,22.0,7.333333333333333,3,True,False,8.0,25.0,<30,True,0.5,0.0297684674751929
Louie Vito,9,6,24.0,8.0,3,True,True,7.0,33.33333333333333,<30,True,0.6,0.0297684674751929
Michael Irvin,9,1,19.0,6.333333333333333,3,True,False,14.0,18.75,40-49,True,0.1,0.0132304299889746
Michael Irvin,9,2,20.0,6.666666666666667,3,True,False,7.0,53.57142857142857,40-49,True,0.2,0.0132304299889746
Michael Irvin,9,3,14.0,4.666666666666667,3,True,False,13.0,7.6923076923076925,40-49,True,0.3,0.0132304299889746
Michael Irvin,9,4,16.0,5.333333333333333,3,True,False,10.0,13.636363636363637,40-49,True,0.4,0.0132304299889746
Michael Irvin,9,5,21.0,7.0,3,True,False,10.0,10.0,40-49,True,0.5,0.0132304299889746
Michael Irvin,9,6,21.9998,7.333266666666667,3,True,False,9.0,11.11111111111111,40-49,True,0.6,0.0132304299889746
Michael Irvin,9,7,23.5,7.833333333333333,3,True,True,6.0,28.57142857142857,40-49,True,0.7,0.0132304299889746
Joanna Krupa,9,1,33.9999,11.3333,3,True,False,1.0,100.0,30-39,False,0.1,0.1218302094818081
Joanna Krupa,9,2,20.0,6.666666666666667,3,True,False,7.0,53.57142857142857,30-39,False,0.2,0.1218302094818081
Joanna Krupa,9,3,23.0,7.666666666666667,3,True,False,3.0,84.61538461538461,30-39,False,0.3,0.1218302094818081
Joanna Krupa,9,4,26.0,8.666666666666666,3,True,False,3.0,81.81818181818183,30-39,False,0.4,0.1218302094818081
Joanna Krupa,9,5,24.0,8.0,3,True,False,4.0,60.0,30-39,False,0.5,0.1218302094818081
Joanna Krupa,9,6,35.9999,11.999966666666666,3,True,False,1.0,100.0,30-39,False,0.6,0.1218302094818081
Joanna Krupa,9,7,27.5,9.166666666666666,3,True,False,1.0,100.0,30-39,False,0.7,0.1218302094818081
Joanna Krupa,9,8,26.0,8.666666666666666,3,True,False,2.0,80.0,30-39,False,0.8,0.1218302094818081
Joanna Krupa,9,9,27.0,9.0,3,True,True,2.0,75.0,30-39,False,0.9,0.1218302094818081
Kathy Ireland,9,1,19.9999,6.666633333333333,3,True,False,12.0,28.125,40-49,True,0.1,0.0485115766262403
Kathy Ireland,9,2,18.0,6.0,3,True,True,13.0,10.714285714285714,40-49,True,0.2,0.0485115766262403
Tom DeLay,9,1,19.9999,6.666633333333333,3,True,False,12.0,28.125,50+,True,0.1,0.0474090407938257
Tom DeLay,9,2,18.0,6.0,3,True,False,13.0,10.714285714285714,50+,True,0.2,0.0474090407938257
Tom DeLay,9,3,15.0,5.0,3,True,True,12.0,15.384615384615383,50+,True,0.3,0.0474090407938257
Macy Gray,9,1,18.9999,6.3333,3,True,True,15.0,9.375,40-49,True,0.1,0.0214994487320837
Aaron Carter,9,1,31.9999,10.666633333333332,3,True,False,2.0,93.75,<30,True,0.1,0.0821389195148842
Aaron Carter,9,2,27.0,9.0,3,True,False,1.0,96.42857142857144,<30,True,0.2,0.0821389195148842
Aaron Carter,9,3,21.0,7.0,3,True,False,4.0,73.07692307692307,<30,True,0.3,0.0821389195148842
Aaron Carter,9,4,18.0,6.0,3,True,False,8.0,36.36363636363637,<30,True,0.4,0.0821389195148842
Aaron Carter,9,5,24.0,8.0,3,True,False,4.0,60.0,<30,True,0.5,0.0821389195148842
Aaron Carter,9,6,32.9998,10.999933333333331,3,True,False,3.0,77.77777777777779,<30,True,0.6,0.0821389195148842
Aaron Carter,9,7,26.5,8.833333333333334,3,True,False,2.0,85.71428571428571,<30,True,0.7,0.0821389195148842
Aaron Carter,9,8,25.0,8.333333333333334,3,True,True,4.0,30.0,<30,True,0.8,0.0821389195148842
Mya,9,1,30.9999,10.3333,3,True,False,3.0,87.5,<30,True,0.1,0.1422271223814774
Mya,9,2,27.0,9.0,3,True,False,1.0,96.42857142857144,<30,True,0.2,0.1422271223814774
Mya,9,3,27.0,9.0,3,True,False,1.0,100.0,<30,True,0.3,0.1422271223814774
Mya,9,4,28.0,9.333333333333334,3,True,False,1.0,95.45454545454544,<30,True,0.4,0.1422271223814774
Mya,9,5,27.0,9.0,3,True,False,2.0,90.0,<30,True,0.5,0.1422271223814774
Mya,9,6,33.0,11.0,3,True,False,2.0,88.88888888888889,<30,True,0.6,0.1422271223814774
Mya,9,7,24.5,8.166666666666666,3,True,False,5.0,42.85714285714285,<30,True,0.7,0.1422271223814774
Mya,9,8,29.5,9.833333333333334,3,True,False,1.0,100.0,<30,True,0.8,0.1422271223814774
Mya,9,9,28.9999,9.666633333333332,3,True,False,1.0,100.0,<30,True,0.9,0.1422271223814774
Mya,9,10,28.3332,9.4444,3,True,False,2.0,66.66666666666666,<30,True,1.0,0.1422271223814774
Donny Osmond,9,1,29.9999,9.999966666666666,3,True,False,5.0,75.0,50+,True,0.1,0.0463065049614112
Donny Osmond,9,2,25.0,8.333333333333334,3,True,False,3.0,85.71428571428571,50+,True,0.2,0.0463065049614112
Donny Osmond,9,3,21.0,7.0,3,True,False,4.0,73.07692307692307,50+,True,0.3,0.0463065049614112
Donny Osmond,9,4,24.0,8.0,3,True,False,4.0,68.18181818181817,50+,True,0.4,0.0463065049614112
Donny Osmond,9,5,29.0,9.666666666666666,3,True,False,1.0,100.0,50+,True,0.5,0.0463065049614112
Donny Osmond,9,6,30.9999,10.3333,3,True,False,5.0,55.55555555555556,50+,True,0.6,0.0463065049614112
Donny Osmond,9,7,26.0,8.666666666666666,3,True,False,3.0,64.28571428571429,50+,True,0.7,0.0463065049614112
Donny Osmond,9,8,25.0,8.333333333333334,3,True,False,4.0,30.0,50+,True,0.8,0.0463065049614112
Donny Osmond,9,9,24.666600000000003,8.2222,3,True,False,4.0,25.0,50+,True,0.9,0.0463065049614112
Donny Osmond,9,10,28.9998,9.6666,3,True,False,1.0,100.0,50+,True,1.0,0.0463065049614112
Kelly Osbourne,9,1,30.9998,10.333266666666669,3,True,False,4.0,81.25,<30,False,0.1,0.0562293274531422
Kelly Osbourne,9,2,19.0,6.333333333333333,3,True,False,9.0,32.142857142857146,<30,False,0.2,0.0562293274531422
Kelly Osbourne,9,3,20.0,6.666666666666667,3,True,False,6.0,57.692307692307686,<30,False,0.3,0.0562293274531422
Kelly Osbourne,9,4,23.0,7.666666666666667,3,True,False,6.0,54.54545454545454,<30,False,0.4,0.0562293274531422
Kelly Osbourne,9,5,24.0,8.0,3,True,False,4.0,60.0,<30,False,0.5,0.0562293274531422
Kelly Osbourne,9,6,24.9998,8.333266666666667,3,True,False,6.0,44.44444444444444,<30,False,0.6,0.0562293274531422
Kelly Osbourne,9,7,26.0,8.666666666666666,3,True,False,3.0,64.28571428571429,<30,False,0.7,0.0562293274531422
Kelly Osbourne,9,8,25.5,8.5,3,True,False,3.0,60.0,<30,False,0.8,0.0562293274531422
Kelly Osbourne,9,9,25.9998,8.6666,3,True,False,3.0,50.0,<30,False,0.9,0.0562293274531422
Kelly Osbourne,9,10,25.2222,8.4074,3,True,False,3.0,33.33333333333333,<30,False,1.0,0.0562293274531422
Aiden Turner,10,1,15.0,5.0,3,True,False,10.0,18.181818181818183,30-39,False,0.1,0.0084142394822006
Aiden Turner,10,2,19.0,6.333333333333333,3,True,False,8.0,36.36363636363637,30-39,False,0.2,0.0084142394822006
Aiden Turner,10,3,20.0,6.666666666666667,3,True,False,7.0,35.0,30-39,False,0.3,0.0084142394822006
Aiden Turner,10,4,16.5,5.5,3,True,True,8.0,22.22222222222222,30-39,False,0.4,0.0084142394822006
Shannen Doherty,10,1,18.0,6.0,3,True,False,6.0,45.45454545454545,30-39,True,0.1,0.0135922330097087
Shannen Doherty,10,2,20.0,6.666666666666667,3,True,True,6.0,50.0,30-39,True,0.2,0.0135922330097087
Niecy Nash,10,1,18.0,6.0,3,True,False,6.0,45.45454545454545,40-49,True,0.1,0.0168284789644012
Niecy Nash,10,2,21.0,7.0,3,True,False,5.0,63.63636363636363,40-49,True,0.2,0.0168284789644012
Niecy Nash,10,3,21.0,7.0,3,True,False,4.0,60.0,40-49,True,0.3,0.0168284789644012
Niecy Nash,10,4,18.0,6.0,3,True,False,7.0,33.33333333333333,40-49,True,0.4,0.0168284789644012
Niecy Nash,10,5,18.0,6.0,3,True,False,6.0,31.25,40-49,True,0.5,0.0168284789644012
Niecy Nash,10,6,25.9998,8.6666,3,True,False,6.0,28.57142857142857,40-49,True,0.6,0.0168284789644012
Niecy Nash,10,7,24.5,8.166666666666666,3,True,False,6.0,16.666666666666664,40-49,True,0.7,0.0168284789644012
Niecy Nash,10,8,21.5,7.166666666666667,3,True,True,5.0,20.0,40-49,True,0.8,0.0168284789644012
Buzz Aldrin,10,1,14.0,4.666666666666667,3,True,False,11.0,9.090909090909092,50+,True,0.1,0.0323624595469255
Buzz Aldrin,10,2,12.0,4.0,3,True,False,11.0,9.090909090909092,50+,True,0.2,0.0323624595469255
Buzz Aldrin,10,3,13.0,4.333333333333333,3,True,True,10.0,10.0,50+,True,0.3,0.0323624595469255
Chad Ochocinco,10,1,18.0,6.0,3,True,False,6.0,45.45454545454545,30-39,True,0.1,0.0634304207119741
Chad Ochocinco,10,2,16.0,5.333333333333333,3,True,False,9.0,27.27272727272727,30-39,True,0.2,0.0634304207119741
Chad Ochocinco,10,3,20.0,6.666666666666667,3,True,False,7.0,35.0,30-39,True,0.3,0.0634304207119741
Chad Ochocinco,10,4,22.0,7.333333333333333,3,True,False,4.0,66.66666666666666,30-39,True,0.4,0.0634304207119741
Chad Ochocinco,10,5,18.0,6.0,3,True,False,6.0,31.25,30-39,True,0.5,0.0634304207119741
Chad Ochocinco,10,6,30.9999,10.3333,3,True,False,3.0,71.42857142857143,30-39,True,0.6,0.0634304207119741
Chad Ochocinco,10,7,26.0,8.666666666666666,3,True,False,3.0,66.66666666666666,30-39,True,0.7,0.0634304207119741
Chad Ochocinco,10,8,22.5,7.5,3,True,False,4.0,40.0,30-39,True,0.8,0.0634304207119741
Chad Ochocinco,10,9,26.0,8.666666666666666,3,True,True,4.0,25.0,30-39,True,0.9,0.0634304207119741
Evan Lysacek,10,1,23.0,7.666666666666667,3,True,False,2.0,90.9090909090909,<30,True,0.1,0.0440129449838187
Evan Lysacek,10,2,24.0,8.0,3,True,False,2.0,90.9090909090909,<30,True,0.2,0.0440129449838187
Evan Lysacek,10,3,26.0,8.666666666666666,3,True,False,1.0,100.0,<30,True,0.3,0.0440129449838187
Evan Lysacek,10,4,26.0,8.666666666666666,3,True,False,1.0,100.0,<30,True,0.4,0.0440129449838187
Evan Lysacek,10,5,27.0,9.0,3,True,False,2.0,87.5,<30,True,0.5,0.0440129449838187
Evan Lysacek,10,6,27.0,9.0,3,True,False,5.0,42.85714285714285,<30,True,0.6,0.0440129449838187
Evan Lysacek,10,7,27.0,9.0,3,True,False,1.0,91.66666666666666,<30,True,0.7,0.0440129449838187
Evan Lysacek,10,8,26.5,8.833333333333334,3,True,False,2.0,70.0,<30,True,0.8,0.0440129449838187
Evan Lysacek,10,9,29.5,9.833333333333334,3,True,False,1.0,87.5,<30,True,0.9,0.0440129449838187
Evan Lysacek,10,10,26.8887,8.9629,3,True,False,3.0,33.33333333333333,<30,True,1.0,0.0440129449838187
Pamela Anderson,10,1,21.0,7.0,3,True,False,3.0,77.27272727272727,40-49,False,0.1,0.148220064724919
Pamela Anderson,10,2,22.0,7.333333333333333,3,True,False,4.0,72.72727272727273,40-49,False,0.2,0.148220064724919
Pamela Anderson,10,3,21.0,7.0,3,True,False,4.0,60.0,40-49,False,0.3,0.148220064724919
Pamela Anderson,10,4,23.5,7.833333333333333,3,True,False,3.0,77.77777777777779,40-49,False,0.4,0.148220064724919
Pamela Anderson,10,5,21.0,7.0,3,True,False,5.0,50.0,40-49,False,0.5,0.148220064724919
Pamela Anderson,10,6,29.9998,9.999933333333331,3,True,False,4.0,57.14285714285714,40-49,False,0.6,0.148220064724919
Pamela Anderson,10,7,25.5,8.5,3,True,True,4.0,41.66666666666667,40-49,False,0.7,0.148220064724919
Nicole Scherzinger,10,1,25.0,8.333333333333334,3,True,False,1.0,100.0,30-39,True,0.1,0.0880258899676375
Nicole Scherzinger,10,2,28.0,9.333333333333334,3,True,False,1.0,100.0,30-39,True,0.2,0.0880258899676375
Nicole Scherzinger,10,3,23.0,7.666666666666667,3,True,False,2.0,85.0,30-39,True,0.3,0.0880258899676375
Nicole Scherzinger,10,4,25.0,8.333333333333334,3,True,False,2.0,88.88888888888889,30-39,True,0.4,0.0880258899676375
Nicole Scherzinger,10,5,29.0,9.666666666666666,3,True,False,1.0,100.0,30-39,True,0.5,0.0880258899676375
Nicole Scherzinger,10,6,35.9999,11.999966666666666,3,True,False,1.0,100.0,30-39,True,0.6,0.0880258899676375
Nicole Scherzinger,10,7,27.0,9.0,3,True,False,1.0,91.66666666666666,30-39,True,0.7,0.0880258899676375
Nicole Scherzinger,10,8,29.5,9.833333333333334,3,True,False,1.0,100.0,30-39,True,0.8,0.0880258899676375
Nicole Scherzinger,10,9,29.5,9.833333333333334,3,True,False,1.0,87.5,30-39,True,0.9,0.0880258899676375
Nicole Scherzinger,10,10,28.7777,9.592566666666666,3,True,False,1.0,100.0,30-39,True,1.0,0.0880258899676375
Erin Andrews,10,1,21.0,7.0,3,True,False,3.0,77.27272727272727,30-39,True,0.1,0.2550161812297734
Erin Andrews,10,2,23.0,7.666666666666667,3,True,False,3.0,81.81818181818183,30-39,True,0.2,0.2550161812297734
Erin Andrews,10,3,23.0,7.666666666666667,3,True,False,2.0,85.0,30-39,True,0.3,0.2550161812297734
Erin Andrews,10,4,19.5,6.5,3,True,False,5.0,55.55555555555556,30-39,True,0.4,0.2550161812297734
Erin Andrews,10,5,22.0,7.333333333333333,3,True,False,4.0,62.5,30-39,True,0.5,0.2550161812297734
Erin Andrews,10,6,34.0,11.333333333333334,3,True,False,2.0,85.71428571428571,30-39,True,0.6,0.2550161812297734
Erin Andrews,10,7,25.5,8.5,3,True,False,4.0,41.66666666666667,30-39,True,0.7,0.2550161812297734
Erin Andrews,10,8,26.5,8.833333333333334,3,True,False,2.0,70.0,30-39,True,0.8,0.2550161812297734
Erin Andrews,10,9,28.0,9.333333333333334,3,True,False,3.0,50.0,30-39,True,0.9,0.2550161812297734
Erin Andrews,10,10,26.9998,8.999933333333333,3,True,False,2.0,66.66666666666666,30-39,True,1.0,0.2550161812297734
Kate Gosselin,10,1,16.0,5.333333333333333,3,True,False,9.0,27.27272727272727,30-39,True,0.1,0.2485436893203883
Kate Gosselin,10,2,15.0,5.0,3,True,False,10.0,18.181818181818183,30-39,True,0.2,0.2485436893203883
Kate Gosselin,10,3,15.0,5.0,3,True,False,9.0,20.0,30-39,True,0.3,0.2485436893203883
Kate Gosselin,10,4,16.0,5.333333333333333,3,True,False,9.0,11.11111111111111,30-39,True,0.4,0.2485436893203883
Kate Gosselin,10,5,15.0,5.0,3,True,True,8.0,12.5,30-39,True,0.5,0.2485436893203883
Jake Pavelka,10,1,20.0,6.666666666666667,3,True,False,5.0,63.63636363636363,30-39,True,0.1,0.0310679611650485
Jake Pavelka,10,2,20.0,6.666666666666667,3,True,False,6.0,50.0,30-39,True,0.2,0.0310679611650485
Jake Pavelka,10,3,21.0,7.0,3,True,False,4.0,60.0,30-39,True,0.3,0.0310679611650485
Jake Pavelka,10,4,19.0,6.333333333333333,3,True,False,6.0,44.44444444444444,30-39,True,0.4,0.0310679611650485
Jake Pavelka,10,5,23.0,7.666666666666667,3,True,False,3.0,75.0,30-39,True,0.5,0.0310679611650485
Jake Pavelka,10,6,24.9999,8.3333,3,True,True,7.0,14.285714285714285,30-39,True,0.6,0.0310679611650485
David Hasselhoff,11,1,15.0,5.0,3,True,True,10.0,16.666666666666664,50+,True,0.1,0.0250391236306729
Florence Henderson,11,1,18.0,6.0,3,True,False,7.0,45.83333333333333,50+,True,0.1,0.0289514866979655
Florence Henderson,11,2,19.0,6.333333333333333,3,True,False,8.0,36.36363636363637,50+,True,0.2,0.0289514866979655
Florence Henderson,11,3,20.0,6.666666666666667,3,True,False,7.0,35.0,50+,True,0.3,0.0289514866979655
Florence Henderson,11,4,17.5,5.833333333333333,3,True,False,6.0,44.44444444444444,50+,True,0.4,0.0289514866979655
