celebrity_name,season,week,weekly_total,weekly_avg,judges_count,alive,eliminated_this_week,weekly_rank,score_percentile,age_group,us_born,week_progress
Jake Pavelka,10,6,24.999899999999997,8.3333,3,True,True,7.0,14.285714285714285,30-39,True,0.6
David Hasselhoff,11,1,15.0,5.0,3,True,True,10.0,16.666666666666664,50+,True,0.1
Florence Henderson,11,1,18.0,6.0,3,True,False,7.0,45.83333333333333,50+,True,0.1
Florence Henderson,11,2,19.0,6.333333333333333,3,True,False,8.0,36.36363636363637,50+,True,0.2
Florence Henderson,11,3,20.0,6.666666666666667,3,True,False,7.0,35.0,50+,True,0.3
Florence Henderson,11,4,17.5,5.833333333333333,3,True,False,6.0,44.44444444444444,50+,True,0.4
Florence Henderson,11,5,21.0,7.0,3,True,True,6.0,37.5,50+,True,0.5
Kyle Massey,11,1,23.0,7.666666666666667,3,True,False,2.0,87.5,<30,True,0.1
Kyle Massey,11,2,22.0,7.333333333333333,3,True,False,3.0,77.27272727272727,<30,True,0.2
Kyle Massey,11,3,23.0,7.666666666666667,3,True,False,5.0,55.00000000000001,<30,True,0.3
Kyle Massey,11,4,20.0,6.666666666666667,3,True,False,4.0,66.66666666666666,<30,True,0.4
Kyle Massey,11,5,20.0,6.666666666666667,3,True,False,7.0,25.0,<30,True,0.5
Kyle Massey,11,6,29.999899999999997,9.999966666666666,3,True,False,4.0,57.14285714285714,<30,True,0.6
Kyle Massey,11,7,33.5,8.375,4,True,False,5.0,33.33333333333333,<30,True,0.7
Kyle Massey,11,8,28.0,9.333333333333334,3,True,False,3.0,60.0,<30,True,0.8
Kyle Massey,11,9,29.0,9.666666666666666,3,True,False,2.0,75.0,<30,True,0.9
Kyle Massey,11,10,27.333199999999998,9.111066666666666,3,True,False,2.0,66.66666666666666,<30,True,1.0
Jennifer Grey,11,1,24.0,8.0,3,True,False,1.0,100.0,50+,True,0.1
Jennifer Grey,11,2,24.0,8.0,3,True,False,1.0,100.0,50+,True,0.2
Jennifer Grey,11,3,24.0,8.0,3,True,False,2.0,80.0,50+,True,0.3
Jennifer Grey,11,4,28.0,9.333333333333334,3,True,False,1.0,100.0,50+,True,0.4
Jennifer Grey,11,5,25.0,8.333333333333334,3,True,False,2.0,87.5,50+,True,0.5
Jennifer Grey,11,6,29.0,9.666666666666666,3,True,False,5.0,42.857142857142854,50+,True,0.6
Jennifer Grey,11,7,36.5,9.125,4,True,False,1.0,91.66666666666666,50+,True,0.7
Jennifer Grey,11,8,28.5,9.5,3,True,False,1.0,90.0,50+,True,0.8
Jennifer Grey,11,9,30.0,10.0,3,True,False,1.0,100.0,50+,True,0.9
Jennifer Grey,11,10,30.0,10.0,3,True,False,1.0,100.0,50+,True,1.0
Rick Fox,11,1,22.0,7.333333333333333,3,True,False,4.0,75.0,40-49,False,0.1
Rick Fox,11,2,21.0,7.0,3,True,False,5.0,54.54545454545454,40-49,False,0.2
Rick Fox,11,3,24.0,8.0,3,True,False,2.0,80.0,40-49,False,0.3
Rick Fox,11,4,19.5,6.5,3,True,False,5.0,55.55555555555556,40-49,False,0.4
Rick Fox,11,5,24.0,8.0,3,True,False,3.0,68.75,40-49,False,0.5
Rick Fox,11,6,30.0,10.0,3,True,False,3.0,71.42857142857143,40-49,False,0.6
Rick Fox,11,7,34.5,8.625,4,True,True,4.0,50.0,40-49,False,0.7
Kurt Warner,11,1,19.0,6.333333333333333,3,True,False,5.0,62.5,30-39,True,0.1
Kurt Warner,11,2,21.0,7.0,3,True,False,5.0,54.54545454545454,30-39,True,0.2
Kurt Warner,11,3,23.0,7.666666666666667,3,True,False,5.0,55.00000000000001,30-39,True,0.3
Kurt Warner,11,4,17.0,5.666666666666667,3,True,False,7.0,33.33333333333333,30-39,True,0.4
Kurt Warner,11,5,24.0,8.0,3,True,False,3.0,68.75,30-39,True,0.5
Kurt Warner,11,6,21.9999,7.3333,3,True,False,7.0,14.285714285714285,30-39,True,0.6
Kurt Warner,11,7,35.0,8.75,4,True,False,3.0,66.66666666666666,30-39,True,0.7
Kurt Warner,11,8,24.0,8.0,3,True,True,4.0,40.0,30-39,True,0.8
Margaret Cho,11,1,15.0,5.0,3,True,False,10.0,16.666666666666664,40-49,True,0.1
Margaret Cho,11,2,18.0,6.0,3,True,False,9.0,22.727272727272727,40-49,True,0.2
Margaret Cho,11,3,18.0,6.0,3,True,True,10.0,10.0,40-49,True,0.3
Michael Bolton,11,1,16.0,5.333333333333333,3,True,False,9.0,33.33333333333333,50+,True,0.1
Michael Bolton,11,2,12.0,4.0,3,True,True,11.0,9.090909090909092,50+,True,0.2
Brandy,11,1,23.0,7.666666666666667,3,True,False,2.0,87.5,30-39,True,0.1
Brandy,11,2,21.0,7.0,3,True,False,5.0,54.54545454545454,30-39,True,0.2
Brandy,11,3,24.0,8.0,3,True,False,2.0,80.0,30-39,True,0.3
Brandy,11,4,24.0,8.0,3,True,False,2.0,88.88888888888889,30-39,True,0.4
Brandy,11,5,27.0,9.0,3,True,False,1.0,100.0,30-39,True,0.5
Brandy,11,6,35.9999,11.999966666666666,3,True,False,1.0,100.0,30-39,True,0.6
Brandy,11,7,36.5,9.125,4,True,False,1.0,91.66666666666666,30-39,True,0.7
Brandy,11,8,28.5,9.5,3,True,False,1.0,90.0,30-39,True,0.8
Brandy,11,9,28.5,9.5,3,True,True,3.0,50.0,30-39,True,0.9
The Situation,11,1,15.0,5.0,3,True,False,10.0,16.666666666666664,<30,True,0.1
The Situation,11,2,18.0,6.0,3,True,False,9.0,22.727272727272727,<30,True,0.2
The Situation,11,3,20.0,6.666666666666667,3,True,False,7.0,35.0,<30,True,0.3
The Situation,11,4,14.0,4.666666666666667,3,True,True,9.0,11.11111111111111,<30,True,0.4
Audrina Patridge,11,1,19.0,6.333333333333333,3,True,False,5.0,62.5,<30,True,0.1
Audrina Patridge,11,2,23.0,7.666666666666667,3,True,False,2.0,90.9090909090909,<30,True,0.2
Audrina Patridge,11,3,26.0,8.666666666666666,3,True,False,1.0,100.0,<30,True,0.3
Audrina Patridge,11,4,23.0,7.666666666666667,3,True,False,3.0,77.77777777777779,<30,True,0.4
Audrina Patridge,11,5,23.0,7.666666666666667,3,True,False,5.0,50.0,<30,True,0.5
Audrina Patridge,11,6,31.9998,10.6666,3,True,True,2.0,85.71428571428571,<30,True,0.6
Bristol Palin,11,1,18.0,6.0,3,True,False,7.0,45.83333333333333,<30,True,0.1
Bristol Palin,11,2,22.0,7.333333333333333,3,True,False,3.0,77.27272727272727,<30,True,0.2
Bristol Palin,11,3,19.0,6.333333333333333,3,True,False,9.0,20.0,<30,True,0.3
Bristol Palin,11,4,16.0,5.333333333333333,3,True,False,8.0,22.22222222222222,<30,True,0.4
Bristol Palin,11,5,18.0,6.0,3,True,False,8.0,12.5,<30,True,0.5
Bristol Palin,11,6,27.9998,9.333266666666667,3,True,False,6.0,28.57142857142857,<30,True,0.6
Bristol Palin,11,7,32.5,8.125,4,True,False,6.0,16.666666666666664,<30,True,0.7
Bristol Palin,11,8,23.5,7.833333333333333,3,True,False,5.0,20.0,<30,True,0.8
Bristol Palin,11,9,26.5,8.833333333333334,3,True,False,4.0,25.0,<30,True,0.9
Bristol Palin,11,10,25.666600000000003,8.555533333333335,3,True,False,3.0,33.33333333333333,<30,True,1.0
Ralph Macchio,12,1,24.0,8.0,3,True,False,1.0,100.0,40-49,True,0.1
Ralph Macchio,12,2,21.0,7.0,3,True,False,4.0,72.72727272727273,40-49,True,0.2
Ralph Macchio,12,3,21.0,7.0,3,True,False,5.0,50.0,40-49,True,0.3
Ralph Macchio,12,4,25.0,8.333333333333334,3,True,False,2.0,83.33333333333334,40-49,True,0.4
Ralph Macchio,12,5,22.0,7.333333333333333,3,True,False,6.0,25.0,40-49,True,0.5
Ralph Macchio,12,6,24.0,8.0,3,True,False,6.0,28.57142857142857,40-49,True,0.6
Ralph Macchio,12,7,33.0,8.25,4,True,False,1.0,91.66666666666666,40-49,True,0.7
Ralph Macchio,12,8,23.0,7.666666666666667,3,True,False,5.0,20.0,40-49,True,0.8
Ralph Macchio,12,9,24.0,8.0,3,True,True,4.0,25.0,40-49,True,0.9
Chelsea Kane,12,1,21.0,7.0,3,True,False,3.0,77.27272727272727,<30,True,0.1
Chelsea Kane,12,2,18.0,6.0,3,True,False,7.0,40.909090909090914,<30,True,0.2
Chelsea Kane,12,3,23.0,7.666666666666667,3,True,False,3.0,75.0,<30,True,0.3
Chelsea Kane,12,4,26.0,8.666666666666666,3,True,False,1.0,100.0,<30,True,0.4
Chelsea Kane,12,5,26.0,8.666666666666666,3,True,False,2.0,75.0,<30,True,0.5
Chelsea Kane,12,6,28.0,9.333333333333334,3,True,False,1.0,92.85714285714286,<30,True,0.6
Chelsea Kane,12,7,32.0,8.0,4,True,False,3.0,66.66666666666666,<30,True,0.7
Chelsea Kane,12,8,27.5,9.166666666666666,3,True,False,1.0,100.0,<30,True,0.8
Chelsea Kane,12,9,36.5,12.166666666666666,3,True,False,1.0,100.0,<30,True,0.9
Chelsea Kane,12,10,29.666600000000003,9.888866666666667,3,True,False,1.0,83.33333333333334,<30,True,1.0
Kirstie Alley,12,1,23.0,7.666666666666667,3,True,False,2.0,90.9090909090909,50+,True,0.1
Kirstie Alley,12,2,20.0,6.666666666666667,3,True,False,5.0,63.63636363636363,50+,True,0.2
Kirstie Alley,12,3,21.0,7.0,3,True,False,5.0,50.0,50+,True,0.3
Kirstie Alley,12,4,22.0,7.333333333333333,3,True,False,7.0,33.33333333333333,50+,True,0.4
Kirstie Alley,12,5,23.0,7.666666666666667,3,True,False,5.0,50.0,50+,True,0.5
Kirstie Alley,12,6,26.0,8.666666666666666,3,True,False,4.0,57.14285714285714,50+,True,0.6
Kirstie Alley,12,7,30.0,7.5,4,True,False,5.0,25.0,50+,True,0.7
Kirstie Alley,12,8,26.5,8.833333333333334,3,True,False,3.0,60.0,50+,True,0.8
Kirstie Alley,12,9,27.0,9.0,3,True,False,3.0,50.0,50+,True,0.9
Kirstie Alley,12,10,27.999899999999997,9.3333,3,True,False,3.0,33.33333333333333,50+,True,1.0
Hines Ward,12,1,21.0,7.0,3,True,False,3.0,77.27272727272727,30-39,False,0.1
Hines Ward,12,2,23.0,7.666666666666667,3,True,False,1.0,90.9090909090909,30-39,False,0.2
Hines Ward,12,3,25.0,8.333333333333334,3,True,False,1.0,95.0,30-39,False,0.3
Hines Ward,12,4,25.0,8.333333333333334,3,True,False,2.0,83.33333333333334,30-39,False,0.4
Hines Ward,12,5,27.0,9.0,3,True,False,1.0,100.0,30-39,False,0.5
Hines Ward,12,6,27.0,9.0,3,True,False,3.0,71.42857142857143,30-39,False,0.6
Hines Ward,12,7,33.0,8.25,4,True,False,1.0,91.66666666666666,30-39,False,0.7
Hines Ward,12,8,27.0,9.0,3,True,False,2.0,80.0,30-39,False,0.8
Hines Ward,12,9,30.0,10.0,3,True,False,2.0,75.0,30-39,False,0.9
Hines Ward,12,10,29.666600000000003,9.888866666666667,3,True,False,1.0,83.33333333333334,30-39,False,1.0
Sugar Ray Leonard,12,1,17.0,5.666666666666667,3,True,False,9.0,27.27272727272727,50+,True,0.1
Sugar Ray Leonard,12,2,17.0,5.666666666666667,3,True,False,9.0,18.181818181818183,50+,True,0.2
Sugar Ray Leonard,12,3,20.0,6.666666666666667,3,True,False,8.0,25.0,50+,True,0.3
Sugar Ray Leonard,12,4,21.0,7.0,3,True,True,8.0,22.22222222222222,50+,True,0.4
Chris Jericho,12,1,19.0,6.333333333333333,3,True,False,5.0,59.09090909090909,40-49,True,0.1
Chris Jericho,12,2,23.0,7.666666666666667,3,True,False,1.0,90.9090909090909,40-49,True,0.2
Chris Jericho,12,3,21.0,7.0,3,True,False,5.0,50.0,40-49,True,0.3
Chris Jericho,12,4,23.0,7.666666666666667,3,True,False,4.0,55.55555555555556,40-49,True,0.4
Chris Jericho,12,5,26.0,8.666666666666666,3,True,False,2.0,75.0,40-49,True,0.5
Chris Jericho,12,6,22.0,7.333333333333333,3,True,True,7.0,14.285714285714285,40-49,True,0.6
Petra Nemcova,12,1,18.0,6.0,3,True,False,7.0,40.909090909090914,30-39,False,0.1
Petra Nemcova,12,2,18.0,6.0,3,True,False,7.0,40.909090909090914,30-39,False,0.2
Petra Nemcova,12,3,25.0,8.333333333333334,3,True,False,1.0,95.0,30-39,False,0.3
Petra Nemcova,12,4,23.0,7.666666666666667,3,True,False,4.0,55.55555555555556,30-39,False,0.4
Petra Nemcova,12,5,22.0,7.333333333333333,3,True,True,6.0,25.0,30-39,False,0.5
Mike Catherwood,12,1,13.0,4.333333333333333,3,True,False,11.0,9.090909090909092,30-39,True,0.1
Mike Catherwood,12,2,17.0,5.666666666666667,3,True,True,9.0,18.181818181818183,30-39,True,0.2
Romeo,12,1,19.0,6.333333333333333,3,True,False,5.0,59.09090909090909,<30,True,0.1
Romeo,12,2,23.0,7.666666666666667,3,True,False,1.0,90.9090909090909,<30,True,0.2
Romeo,12,3,20.0,6.666666666666667,3,True,False,8.0,25.0,<30,True,0.3
Romeo,12,4,23.0,7.666666666666667,3,True,False,4.0,55.55555555555556,<30,True,0.4
Romeo,12,5,26.0,8.666666666666666,3,True,False,2.0,75.0,<30,True,0.5
Romeo,12,6,28.0,9.333333333333334,3,True,False,1.0,92.85714285714286,<30,True,0.6
Romeo,12,7,30.0,7.5,4,True,False,5.0,25.0,<30,True,0.7
Romeo,12,8,26.0,8.666666666666666,3,True,True,4.0,40.0,<30,True,0.8
Wendy Williams,12,1,14.0,4.666666666666667,3,True,False,10.0,18.181818181818183,40-49,True,0.1
Wendy Williams,12,2,17.0,5.666666666666667,3,True,False,9.0,18.181818181818183,40-49,True,0.2
Wendy Williams,12,3,15.0,5.0,3,True,True,10.0,10.0,40-49,True,0.3
Kendra Wilkinson,12,1,18.0,6.0,3,True,False,7.0,40.909090909090914,<30,True,0.1
Kendra Wilkinson,12,2,19.0,6.333333333333333,3,True,False,6.0,54.54545454545454,<30,True,0.2
Kendra Wilkinson,12,3,23.0,7.666666666666667,3,True,False,3.0,75.0,<30,True,0.3
Kendra Wilkinson,12,4,18.0,6.0,3,True,False,9.0,11.11111111111111,<30,True,0.4
Kendra Wilkinson,12,5,22.0,7.333333333333333,3,True,False,6.0,25.0,<30,True,0.5
Kendra Wilkinson,12,6,25.0,8.333333333333334,3,True,False,5.0,42.857142857142854,<30,True,0.6
Kendra Wilkinson,12,7,30.5,7.625,4,True,True,4.0,50.0,<30,True,0.7
Elisabetta Canalis,13,1,15.0,5.0,3,True,False,11.0,16.666666666666664,30-39,False,0.1
Elisabetta Canalis,13,2,21.0,7.0,3,True,True,4.0,59.09090909090909,30-39,False,0.2
David Arquette,13,1,18.0,6.0,3,True,False,6.0,58.333333333333336,40-49,True,0.1
David Arquette,13,2,18.0,6.0,3,True,False,9.0,22.727272727272727,40-49,True,0.2
David Arquette,13,3,24.0,8.0,3,True,False,4.0,55.00000000000001,40-49,True,0.3
David Arquette,13,4,23.0,7.666666666666667,3,True,False,5.0,55.55555555555556,40-49,True,0.4
David Arquette,13,5,25.0,8.333333333333334,3,True,False,2.0,81.25,40-49,True,0.5
David Arquette,13,6,23.0,7.666666666666667,3,True,False,4.0,57.14285714285714,40-49,True,0.6
David Arquette,13,7,23.5,7.833333333333333,3,True,True,5.0,33.33333333333333,40-49,True,0.7
Ricki Lake,13,1,20.0,6.666666666666667,3,True,False,4.0,75.0,40-49,True,0.1
Ricki Lake,13,2,23.0,7.666666666666667,3,True,False,1.0,100.0,40-49,True,0.2
Ricki Lake,13,3,27.0,9.0,3,True,False,1.0,100.0,40-49,True,0.3
Ricki Lake,13,4,29.0,9.666666666666666,3,True,False,1.0,100.0,40-49,True,0.4
Ricki Lake,13,5,24.0,8.0,3,True,False,4.0,56.25,40-49,True,0.5
Ricki Lake,13,6,29.0,9.666666666666666,3,True,False,1.0,92.85714285714286,40-49,True,0.6
Ricki Lake,13,7,26.5,8.833333333333334,3,True,False,1.0,100.0,40-49,True,0.7
Ricki Lake,13,8,26.0,8.666666666666666,3,True,False,2.0,70.0,40-49,True,0.8
Ricki Lake,13,9,33.4999,11.166633333333332,3,True,False,1.0,100.0,40-49,True,0.9
Ricki Lake,13,10,27.999899999999997,9.3333,3,True,False,3.0,33.33333333333333,40-49,True,1.0
J.R. Martinez,13,1,22.0,7.333333333333333,3,True,False,1.0,95.83333333333334,<30,True,0.1
J.R. Martinez,13,2,22.0,7.333333333333333,3,True,False,2.0,86.36363636363636,<30,True,0.2
J.R. Martinez,13,3,26.0,8.666666666666666,3,True,False,2.0,85.0,<30,True,0.3
J.R. Martinez,13,4,26.0,8.666666666666666,3,True,False,2.0,88.88888888888889,<30,True,0.4
J.R. Martinez,13,5,28.0,9.333333333333334,3,True,False,1.0,100.0,<30,True,0.5
J.R. Martinez,13,6,29.0,9.666666666666666,3,True,False,1.0,92.85714285714286,<30,True,0.6
J.R. Martinez,13,7,24.0,8.0,3,True,False,4.0,50.0,<30,True,0.7
J.R. Martinez,13,8,30.0,10.0,3,True,False,1.0,100.0,<30,True,0.8
J.R. Martinez,13,9,28.0,9.333333333333334,3,True,False,3.0,50.0,<30,True,0.9
J.R. Martinez,13,10,28.1665,9.388833333333332,3,True,False,2.0,66.66666666666666,<30,True,1.0
Metta World Peace (Ron),13,1,14.0,4.666666666666667,3,True,True,12.0,8.333333333333332,30-39,True,0.1
Hope Solo,13,1,21.0,7.0,3,True,False,3.0,83.33333333333334,30-39,True,0.1
Hope Solo,13,2,19.0,6.333333333333333,3,True,False,8.0,36.36363636363637,30-39,True,0.2
Hope Solo,13,3,24.0,8.0,3,True,False,4.0,55.00000000000001,30-39,True,0.3
Hope Solo,13,4,24.0,8.0,3,True,False,3.0,72.22222222222221,30-39,True,0.4
Hope Solo,13,5,24.0,8.0,3,True,False,4.0,56.25,30-39,True,0.5
Hope Solo,13,6,20.0,6.666666666666667,3,True,False,6.0,28.57142857142857,30-39,True,0.6
Hope Solo,13,7,25.0,8.333333333333334,3,True,False,3.0,66.66666666666666,30-39,True,0.7
Hope Solo,13,8,26.0,8.666666666666666,3,True,False,2.0,70.0,30-39,True,0.8
Hope Solo,13,9,24.4998,8.1666,3,True,True,4.0,25.0,30-39,True,0.9
Chynna Phillips,13,1,22.0,7.333333333333333,3,True,False,1.0,95.83333333333334,40-49,True,0.1
Chynna Phillips,13,2,21.0,7.0,3,True,False,4.0,59.09090909090909,40-49,True,0.2
Chynna Phillips,13,3,26.0,8.666666666666666,3,True,False,2.0,85.0,40-49,True,0.3
Chynna Phillips,13,4,21.0,7.0,3,True,True,6.0,33.33333333333333,40-49,True,0.4
Kristin Cavallari,13,1,19.0,6.333333333333333,3,True,False,5.0,66.66666666666666,<30,True,0.1
Kristin Cavallari,13,2,22.0,7.333333333333333,3,True,False,2.0,86.36363636363636,<30,True,0.2
Kristin Cavallari,13,3,24.0,8.0,3,True,True,4.0,55.00000000000001,<30,True,0.3
Carson Kressley,13,1,17.0,5.666666666666667,3,True,False,7.0,45.83333333333333,40-49,True,0.1
Carson Kressley,13,2,18.0,6.0,3,True,False,9.0,22.727272727272727,40-49,True,0.2
Carson Kressley,13,3,23.0,7.666666666666667,3,True,False,8.0,30.0,40-49,True,0.3
Carson Kressley,13,4,20.0,6.666666666666667,3,True,False,9.0,11.11111111111111,40-49,True,0.4
Carson Kressley,13,5,19.0,6.333333333333333,3,True,True,8.0,12.5,40-49,True,0.5
Chaz Bono,13,1,17.0,5.666666666666667,3,True,False,7.0,45.83333333333333,40-49,True,0.1
Chaz Bono,13,2,17.0,5.666666666666667,3,True,False,11.0,9.090909090909092,40-49,True,0.2
Chaz Bono,13,3,18.0,6.0,3,True,False,10.0,10.0,40-49,True,0.3
Chaz Bono,13,4,21.0,7.0,3,True,False,6.0,33.33333333333333,40-49,True,0.4
Chaz Bono,13,5,21.0,7.0,3,True,False,7.0,25.0,40-49,True,0.5
Chaz Bono,13,6,19.0,6.333333333333333,3,True,True,7.0,14.285714285714285,40-49,True,0.6
Nancy Grace,13,1,16.0,5.333333333333333,3,True,False,9.0,29.166666666666668,50+,True,0.1
Nancy Grace,13,2,21.0,7.0,3,True,False,4.0,59.09090909090909,50+,True,0.2
Nancy Grace,13,3,21.0,7.0,3,True,False,9.0,20.0,50+,True,0.3
Nancy Grace,13,4,21.0,7.0,3,True,False,6.0,33.33333333333333,50+,True,0.4
Nancy Grace,13,5,22.0,7.333333333333333,3,True,False,6.0,37.5,50+,True,0.5
Nancy Grace,13,6,24.0,8.0,3,True,False,3.0,71.42857142857143,50+,True,0.6
Nancy Grace,13,7,22.0,7.333333333333333,3,True,False,6.0,16.666666666666664,50+,True,0.7
Nancy Grace,13,8,22.0,7.333333333333333,3,True,True,5.0,20.0,50+,True,0.8
Rob Kardashian,13,1,16.0,5.333333333333333,3,True,False,9.0,29.166666666666668,<30,True,0.1
Rob Kardashian,13,2,21.0,7.0,3,True,False,4.0,59.09090909090909,<30,True,0.2
Rob Kardashian,13,3,24.0,8.0,3,True,False,4.0,55.00000000000001,<30,True,0.3
Rob Kardashian,13,4,24.0,8.0,3,True,False,3.0,72.22222222222221,<30,True,0.4
Rob Kardashian,13,5,25.0,8.333333333333334,3,True,False,2.0,81.25,<30,True,0.5
Rob Kardashian,13,6,22.0,7.333333333333333,3,True,False,5.0,42.857142857142854,<30,True,0.6
Rob Kardashian,13,7,25.5,8.5,3,True,False,2.0,83.33333333333334,<30,True,0.7
Rob Kardashian,13,8,25.5,8.5,3,True,False,4.0,40.0,<30,True,0.8
Rob Kardashian,13,9,32.4998,10.833266666666667,3,True,False,2.0,75.0,<30,True,0.9
Rob Kardashian,13,10,28.333199999999998,9.4444,3,True,False,1.0,100.0,<30,True,1.0
William Levy,14,1,24.0,8.0,3,True,False,3.0,83.33333333333334,30-39,False,0.1
William Levy,14,2,25.0,8.333333333333334,3,True,False,3.0,79.16666666666666,30-39,False,0.2
William Levy,14,3,28.0,9.333333333333334,3,True,False,2.0,90.9090909090909,30-39,False,0.3
William Levy,14,4,22.0,7.333333333333333,3,True,False,6.0,40.0,30-39,False,0.4
William Levy,14,5,29.0,9.666666666666666,3,True,False,1.0,94.44444444444444,30-39,False,0.5
William Levy,14,6,36.0,12.0,3,True,False,3.0,75.0,30-39,False,0.6
William Levy,14,7,26.5,8.833333333333334,3,True,False,3.0,64.28571428571429,30-39,False,0.7
William Levy,14,8,28.5,9.5,3,True,False,1.0,100.0,30-39,False,0.8
William Levy,14,9,29.0,9.666666666666666,3,True,False,2.0,75.0,30-39,False,0.9
William Levy,14,10,29.666600000000003,9.888866666666667,3,True,False,2.0,50.0,30-39,False,1.0
Jack Wagner,14,1,23.0,7.666666666666667,3,True,False,4.0,62.5,50+,True,0.1
Jack Wagner,14,2,21.0,7.0,3,True,False,8.0,37.5,50+,True,0.2
Jack Wagner,14,3,24.0,8.0,3,True,True,7.0,27.27272727272727,50+,True,0.3
Sherri Sheperd,14,1,23.0,7.666666666666667,3,True,False,4.0,62.5,40-49,True,0.1
Sherri Sheperd,14,2,23.0,7.666666666666667,3,True,False,6.0,58.333333333333336,40-49,True,0.2
Sherri Sheperd,14,3,24.0,8.0,3,True,False,7.0,27.27272727272727,40-49,True,0.3
Sherri Sheperd,14,4,21.0,7.0,3,True,True,9.0,20.0,40-49,True,0.4
Jaleel White,14,1,26.0,8.666666666666666,3,True,False,1.0,95.83333333333334,30-39,True,0.1
Jaleel White,14,2,22.0,7.333333333333333,3,True,False,7.0,50.0,30-39,True,0.2
Jaleel White,14,3,25.0,8.333333333333334,3,True,False,5.0,59.09090909090909,30-39,True,0.3
Jaleel White,14,4,22.0,7.333333333333333,3,True,False,6.0,40.0,30-39,True,0.4
Jaleel White,14,5,24.0,8.0,3,True,False,6.0,44.44444444444444,30-39,True,0.5
Jaleel White,14,6,36.9998,12.333266666666667,3,True,False,2.0,87.5,30-39,True,0.6
Jaleel White,14,7,25.5,8.5,3,True,True,6.0,28.57142857142857,30-39,True,0.7
Roshon Fegan,14,1,23.0,7.666666666666667,3,True,False,4.0,62.5,<30,True,0.1
Roshon Fegan,14,2,26.0,8.666666666666666,3,True,False,1.0,95.83333333333334,<30,True,0.2
Roshon Fegan,14,3,25.0,8.333333333333334,3,True,False,5.0,59.09090909090909,<30,True,0.3
Roshon Fegan,14,4,26.0,8.666666666666666,3,True,False,2.0,85.0,<30,True,0.4
Roshon Fegan,14,5,26.0,8.666666666666666,3,True,False,5.0,55.55555555555556,<30,True,0.5
Roshon Fegan,14,6,27.9998,9.333266666666667,3,True,False,7.0,25.0,<30,True,0.6
Roshon Fegan,14,7,26.0,8.666666666666666,3,True,False,5.0,42.857142857142854,<30,True,0.7
Roshon Fegan,14,8,28.0,9.333333333333334,3,True,True,2.0,83.33333333333334,<30,True,0.8
Melissa Gilbert,14,1,20.0,6.666666666666667,3,True,False,10.0,16.666666666666664,40-49,True,0.1
Melissa Gilbert,14,2,20.0,6.666666666666667,3,True,False,10.0,25.0,40-49,True,0.2
Melissa Gilbert,14,3,24.0,8.0,3,True,False,7.0,27.27272727272727,40-49,True,0.3
Melissa Gilbert,14,4,22.0,7.333333333333333,3,True,False,6.0,40.0,40-49,True,0.4
Melissa Gilbert,14,5,21.0,7.0,3,True,False,8.0,22.22222222222222,40-49,True,0.5
Melissa Gilbert,14,6,30.0,10.0,3,True,False,5.0,50.0,40-49,True,0.6
Melissa Gilbert,14,7,23.5,7.833333333333333,3,True,False,7.0,14.285714285714285,40-49,True,0.7
Melissa Gilbert,14,8,25.5,8.5,3,True,True,6.0,16.666666666666664,40-49,True,0.8
Martina Navratilova,14,1,20.0,6.666666666666667,3,True,False,10.0,16.666666666666664,50+,False,0.1
Martina Navratilova,14,2,17.0,5.666666666666667,3,True,True,12.0,8.333333333333332,50+,False,0.2
Donald Driver,14,1,21.0,7.0,3,True,False,8.0,37.5,30-39,True,0.1
Donald Driver,14,2,24.0,8.0,3,True,False,5.0,66.66666666666666,30-39,True,0.2
Donald Driver,14,3,26.0,8.666666666666666,3,True,False,4.0,72.72727272727273,30-39,True,0.3
Donald Driver,14,4,27.0,9.0,3,True,False,1.0,100.0,30-39,True,0.4
Donald Driver,14,5,27.0,9.0,3,True,False,3.0,72.22222222222221,30-39,True,0.5
Donald Driver,14,6,33.9999,11.3333,3,True,False,4.0,62.5,30-39,True,0.6
Donald Driver,14,7,26.5,8.833333333333334,3,True,False,3.0,64.28571428571429,30-39,True,0.7
Donald Driver,14,8,27.5,9.166666666666666,3,True,False,3.0,58.333333333333336,30-39,True,0.8
Donald Driver,14,9,28.5,9.5,3,True,False,3.0,50.0,30-39,True,0.9
Donald Driver,14,10,29.666600000000003,9.888866666666667,3,True,False,2.0,50.0,30-39,True,1.0
Gavin DeGraw,14,1,20.0,6.666666666666667,3,True,False,10.0,16.666666666666664,30-39,True,0.1
Gavin DeGraw,14,2,21.0,7.0,3,True,False,8.0,37.5,30-39,True,0.2
Gavin DeGraw,14,3,24.0,8.0,3,True,False,7.0,27.27272727272727,30-39,True,0.3
Gavin DeGraw,14,4,23.0,7.666666666666667,3,True,False,5.0,60.0,30-39,True,0.4
Gavin DeGraw,14,5,19.0,6.333333333333333,3,True,True,9.0,11.11111111111111,30-39,True,0.5
Gladys Knight,14,1,23.0,7.666666666666667,3,True,False,4.0,62.5,50+,True,0.1
Gladys Knight,14,2,19.0,6.333333333333333,3,True,False,11.0,16.666666666666664,50+,True,0.2
Gladys Knight,14,3,24.0,8.0,3,True,False,7.0,27.27272727272727,50+,True,0.3
Gladys Knight,14,4,20.0,6.666666666666667,3,True,False,10.0,10.0,50+,True,0.4
Gladys Knight,14,5,22.0,7.333333333333333,3,True,False,7.0,33.33333333333333,50+,True,0.5
